IBGE;NU_IDENTIFICADOR;ident_nome;ident_tplog;ident_log;ident_numero;ident_comp;ident_bairro;ident_cep;ident_municipio;ident_uf;ident_email;ident_tel;ident_ramal;ident_fax;ident_dt_imp;q25
320530;3205303401634;CENTRO DE CONVIVÊNCIA Cajun Solon Borges;27;Odilon Grijó;s/n;;Solon Borges;29072180;VITORIA;ES;cajunsolonborges@gmail.com;(27) 33171566;;;04/07/2001;Oficinas esportivas e culturais, com objetivo de fortalecer os vínculos familiares.
320530;3205303401810;CENTRO DE CONVIVÊNCIA CENTRO COMUNITÁRIO DE ASSISTÊNCIA SOCIAL - CCAS / LBV LEGIÃO DA BOA VONTADE;31;Serafim Derenze;11.560;-;Inhanguetá;29023225;VITORIA;ES;lbvitoria@lbv.org.br;(27) 32323259;;;30/07/1993;Desenvolvimento de atividades socioeducativas, que designa um campo de aprendizagem voltado a assegurar proteção social e oportunizar o desenvolvimento de interesses e talentos múltiplos, promovendo o fortalecimento de vínculos familiares.
320530;3205303401811;CENTRO DE CONVIVÊNCIA FUNDAÇÃO BENEFICENTE DA PRAIA DO CANTO;31;Serafim Derenzi;5005B;Lado B;São José;29031800;VITORIA;ES;secretaria@fbpc.org.br;(27) 32331585;20;;15/03/1983;Apresentamos diversas oportunidades educativas que apontam para uma possibilidade de enriquecimento das atividades que contribuirão para o desenvolvimento de cada usuário como: Hip hop, cidadania, coral, esportes, música, skate e stand'up paddle.
320530;3205303403795;CENTRO DE CONVIVÊNCIA ASSOCIAÇÃO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE VITÓRIA - APAE;32;Aluysio Simões;185;;Bento Ferreira;29050637;VITORIA;ES;conselhos@apaevitoria.org.br;(27) 21044000;4015;(27) 21044006;07/05/1965;Conforme item 24
320530;3205303403796;CENTRO DE CONVIVÊNCIA Cajun Engenharia/Itararé;32;Arlindo Sodré;16;Beco João Luiz Matos;Itararé;29047500;VITORIA;ES;cajunengitarare@gmail.com;(27) 33826166;;;05/03/2001;Conforme o item 24
320530;3205303403798;Centro de Convivência da Terceira Idade Centro;32;Coronel Monjardim;147;casa;Centro;29015500;VITORIA;ES;convivenciaidoso@outlook.com;(27) 33813412;3416;(27) 33813412;17/07/2009;oficina de memória
320530;3205303403799;CENTRO DE CONVIVÊNCIA Cajun Santo André;32;Da Coragem;200;;Santo André;29032285;VITORIA;ES;cajunsantoandre2013@gmail.com;(27) 32338059;;;06/04/2001;Conforme o item 24.
320530;3205303403801;CENTRO DE CONVIVÊNCIA Cajun Nova Palestina;32;Do Pedestre;s/n;;Nova Palestina;29032392;VITORIA;ES;cajunnovap@gmail.com;(27) 32151497;;;14/05/2001;Conforme item 24
320530;3205303403804;Centro de Convivência da Terceira Idade Jardim Camburi;32;Doutor João Batista Miranda do Amaral;115;;Jardim Camburi;29090380;VITORIA;ES;centrodeconvivenciajc@hotmail.com;(27) 33374625;;;17/02/2006;Oficina de inglês, oficina de memória.
320530;3205303403805;CENTRO DE CONVIVÊNCIA INSTITUTO GÊNESIS;32;DUQUE DE CAXIAS;228;;CENTRO;29010120;VITORIA;ES;igenesis@igenesis.org.br;(27) 32114999;;(27) 32114954;22/06/2002;Palestras, oficinas de violão música, arte, atividades esportivas como futebol, voley, atividades de convivência como picnics em parques e jardins. Seminários, grupos de estudo e rodas de conversa.
320530;3205303403857;CENTRO DE CONVIVÊNCIA Cajun Consolação;32;Pedro Lima do Rosário;186;;Consolação;29045650;VITORIA;ES;cajunconsolacao@gmail.com;(27) 997980992;;;01/12/2001;Oficinas esportivas e culturais, com o objetivo de fortalecer os vínculos familiares e comunitários das crianças e adolescentes.
320530;3205303403859;CENTRO DE CONVIVÊNCIA Cajun Praia do Suá;32;General Câmara;199;;Praia do Suá;29052260;VITORIA;ES;cajunpsua@gmail.com;(27) 31372920;;;01/09/2009;Conforme o item 24.
320530;3205303403861;CENTRO DE CONVIVÊNCIA Cajun Bonfim;32;José Neri do Rosário;4;;Bonfim;29047036;VITORIA;ES;cajunbonfim@gmail.com;(27) 33247220;;;19/03/2003;Conforme o item 24.
320530;3205303403863;CENTRO DE CONVIVÊNCIA Cajun Romão;32;Ormando de Aguiar;234;;Romão;29041330;VITORIA;ES;cajunromao@gmail.com;(27) 33235396;;;15/09/2007;Conforme o item 24.
320530;3205303403864;CENTRO DE CONVIVÊNCIA Cajun Bela Vista;32;Padre Emilio Miotti;217;;Bela Vista;29027422;VITORIA;ES;cajunbelavista@gmail.com;(27) 32339794;;;01/02/2007;Atividades de dança, esportivas, artes visuais e capoeira.
320530;3205303403867;Centro de Convivência da Terceira Idade Maria Ortiz;32;Professor Expedito Ramos Bógea;40;;Maria Ortiz;29070650;VITORIA;ES;c.convivenciamariaortiz@gmail.com;(27) 31352980;24;;30/05/2001;Oficina de línguas, oficina de memórias, entre outras.
320530;3205303403869;CENTRO DE CONVIVÊNCIA INSTITUTO JOÃO XXIII;32;Professora Anisia Correa Rocha;131;-;Consolação;29045480;VITORIA;ES;joaoxxiii@joaoxxiii.org.br;(27) 33151685;0;(00) 000000000;04/07/1999;Conforme o item 24
320530;3205303403871;CENTRO DE CONVIVÊNCIA Cajun Morro do Quadro;32;São João;s/n;;Morro do Quadro;29025280;VITORIA;ES;cajunmorrodoquadro@gmail.com;(27) 33225601;;;01/06/1996;Conforme o item 24.
320530;3205303407686;CENTRO DE CONVIVÊNCIA ASSOCIAÇÃO PRESBITERIANA DE AÇÃO SOCIAL - INSTITUTO SARÇA FORTE SÃO JOÃO;44;Escadaria Estael Encarnação Fonta;310;-;Romão;29041394;VITORIA;ES;projsarca@yahoo.com.br;(27) 32235987;;;01/02/1994;A cada ano são escolhidos quatro temas para serem trabalhados com os atendidos, sendo realizadas diariamente atividades de artes, informática e cidadania.
320530;3205303407687;CENTRO DE CONVIVÊNCIA ASSOCIAÇÃO PRESBITERIANA DE AÇÃO SOCIAL - INSTITUTO SARÇA GURIGICA;44;Escadaria João Correia da Silva;37;-;Gurigica;29046125;VITORIA;ES;projsarca@yahoo.com.br;(27) 33248750;;(00) 00000000;01/02/1995;A cada ano são escolhidos quatro temas para serem trabalhados com os assistidos, sendo realizadas diariamente atividades de artes, informática e cidadania.
320530;3205303407688;CENTRO DE CONVIVÊNCIA Cajun Jaburu;44;Escadaria João Rosa Neto;s/n;;Jaburu;29046115;VITORIA;ES;cajunjab@gmail.com;(27) 32275720;;;18/02/2000;Oficina de musica, jogos, brinquedos e brincadeiras, artes/artesanato, capoeira e dança
320530;3205303408027;CENTRO DE CONVIVÊNCIA CENTRO DE REFERÊNCIA DA PESSOA COM DEFICIÊNCIA;32;PROFESSOR FERNANDO DUARTE RABELO;70;;SEGURANAÇA DO LAR;29070440;VITORIA;ES;crpd@correio1.vitoria.es.gov.br;(27) 33279102;;;01/12/2005;Serviços do Sine específicos para pessoas com deficiência.
320530;3205303408642;CENTRO DE CONVIVÊNCIA - SERVIÇO DE ENGAJAMENTO COMUNITÁRIO - SECRI;32;AGENOR CAETANO;11;;SÃO BENEDITO;29047736;VITORIA;ES;FINANCEIRO@SECRI.ORG.BR;(27) 32150942;;;13/09/1988;Conforme o item 24
320530;3205303408825;CENTRO DE CONVIVÊNCIA - CASA DE ACOLHIMENTO E ORIENTAÇÃO À CRIANÇAS E ADOLESCENTES - CAOCA;32;PROFESSOR MÁRIO BODART;304;;MARIA ORTIZ;29070510;VITORIA;ES;CAOCASOCIAL@GMAIL.COM;(27) 33274928;;33276940;06/06/1995;As ações da CAOCA visam colaborar com o resgate e a construção  da cidadania de crianças e adolescentes que se encontram em situação de risco/vulnerabilidade social, buscando principalmente, a prevenção e o acompanhamento junto às famílias e a comunidade, desenvolvendo ações voltadas à perspectiva sócio educacional e psicossocial.
320530;3205303410432;CENTRO DE CONVIVÊNCIA INSTITUTO VEM SER;32;Rafael Jantorno;85;;Santa Tereza;29026440;VITORIA;ES;vem.ser@hotmail.com;(27) 997153373;;;31/10/2010;Conforme o item 24.
330010;3300103408335;Centro de Convivência Associação Beneficente das Mulheres Determinadas e Amigos do Brasil;31;Rodovia Mario Covas, km 92,5;200;;sapinhatuba 1;23910000;ANGRA DOS REIS;RJ;mulheresdeterminadas@hotmail.com;(24) 33678167;;;23/08/2007;atividades de convivência relacionadas À cultura, esporte, inclusão digital, artesanato e capacitação profissional
330010;3300103408463;CENTRO DE CONVIVÊNCIA - FEBEME- FUNDAÇÃO ESPERITA BEZERRA DE MENEZES;3;Francisco Magalhães de Castro;823;;Parque Mambucaba;23954210;ANGRA DOS REIS;RJ;febemeespirita@yahoo.com.br;(24) 33620668;;;05/03/2012;Reuniões, encontros, passeios, palestras e oficinas para fortalecimento de vínculos sociais e comunitários, orientações frequentes sobre direitos sociais.
330022;3300223411970;CENTRO DE CONVIVÊNCIA DA TERCEIRA IDADE;32;Maria Avena do Carmo ;108;;Centro;25845000;AREAL;RJ;smds@areal.rj.gov.br;(24) 22572387;;22571061;21/12/2000;" O Centro de Convivência realiza atividades específicas para o bem-estar do idoso. Nestes encontros são realizadas dinâmicas, oficinas, palestras, trabalho com material reciclado e outras atividades, visando o desenvolvimento/aperfeiçoamento das habilidades cognitivas, emocionais, motoras, sociais, dentro outras.
Segunda-feira e quarta-feira às 14h30min, os idosos também participam das aulas de Tai Chi Chuan, que faz muito sucesso entre eles.
Duas vezes por mês, na quinta-feira, a casa realiza o Baile da Terceira Idade sendo oferecido um lanche aos participantes. Temos uma média 70 a 100 participantes por evento. Uma vez ao mês, também na quinta-feira, é realizado um encontro coletivo para integração dos idosos, estimulando a percepção/atenção e a interação social com muita diversão.
Além das atividades específicas para a terceira idade, o Centro de Convivência possui aulas de ginástica as terças e quintas de manhã (08h30min) e a tarde (17h30min) e aula de zumba na quarta-feira às 19 horas com uma proposta intergeracional.  
Temos ainda uma biblioteca e encontros para contação de histórias, previsto que integram o Projeto ?Estória para quem tem História?."
330023;3300233400507;CENTRO DE CONVIVÊNCIA MUNICIPAL;3;JOSÉ BENTO RIBEIRO DANTAS;4994;;MANGUINHOS;28950000;ARMACAO DOS BUZIOS;RJ;desenvolvimentosocial@buzios.rj.gov.br;(22) 26236538;;;31/01/2014;dança, yoga, alongamento, hidroginastica, artesanato, teatro, 
330040;3300403411252;CENTRO DE CONVIVÊNCIA CIEE;32;DR.MARIO RAMOS;145;LOJA 2;CENTRO;27330231;BARRA MANSA;RJ;barramansa@cieerj.org.br;(24) 33222768;;33260429;28/05/2008;palestras socioeducativas, encontro de famílias, palestras sobre o mundo do trabalho, cidadania, gravidez na adolescência, drogas, etc...
330045;3300453400508;CENTRO DE CONVIVÊNCIA API - Atenção a Pessoa Idosa;3;Atlântica;2016;;SÃO FRANCISCO;26115000;BELFORD ROXO;RJ;apisemasc@gmail.com;(21) 37719218;;;02/03/2003;Desenvolvimento de um olhar crítico acerca do território com encontros e palestras não educativas. Valorização da auto estima com artesanato, palestras, coral e atividades únicas. Fprtalecimento dos laços afetivos com passeio e atividades culturais
330045;3300453400509;CENTRO DE CONVIVÊNCIA LAR ESCOLA SÃO JUDAS TADEU;3;MONSENHOR SOLANO DANTAS;121;CASA;HELIOPOLIS;26140010;BELFORD ROXO;RJ;larescolasjtadeu@gmail.com;(21) 27611016;;(21) 32411818;26/10/1993;Oficinas, atividade voltadas para a comunidade local,, seminários, palestras, artesanato, higiene, reforço escolar, passeios culturais, dança e proposta do planejamento político pedagógico dentre outros.
330045;3300453403921;CENTRO DE CONVIVÊNCIA Sociedade Educacional Nova aliança;32;Brasil;51;Galpão;Centro;26130530;BELFORD ROXO;RJ;diretoria@sesna.org.br;(21) 27611325;;;05/12/2000;Quadra de esporte, Jazz, artesanato, aulas de reforço, Capoeira, karatê, futsal, volei, música
330045;3300453403922;CENTRO DE CONVIVÊNCIA APAE;32;Castro Vieira;137;casa;Areia Branca;26140690;BELFORD ROXO;RJ;apae.broxo@ig.com.br;(21) 26621564;;;09/01/1999;atividades terapêuticas, pedagógicas, oficinas profissionalizantes,atividade sócio educacional
330045;3300453403924;CENTRO DE CONVIVÊNCIA INSTITUTO LUZ E VIDA;32;Do Soldado;23;Galpão;Xavantes;26160040;BELFORD ROXO;RJ;institutoluzeida@mail.com;(21) 27581173;;(21) 27853077;05/06/2002;Oficinas sobre temas transversais, seminários, palestras, artesanato, inclusão digital, passeios, orientação jurídica, reforço escolar.
330045;3300453403925;CENTRO DE CONVIVÊNCIA ABRACES - ASSOCIAÇÃO BRASILEIRA DE REABILITAÇÃO E ASSITÊNCIA AOS CEGOS E SURDOS;32;DOS LIRIOS;5;CASA;SANTA AMÉLIA;26115095;BELFORD ROXO;RJ;www.abraces.orgcontato@abraces.org;(21) 27583006;;;05/08/2011;Pintura, artesanato, dança de salão, yoga
330045;3300453403926;CENTRO DE CONVIVÊNCIA AVICRES - ASSOCIAÇÃO VIDA NO CRESCIMENTO E NA SOLIDARIEDADE;32;Esrtrada Miguel Couto;218;casa 1;Shangril Rosa;26150575;BELFORD ROXO;RJ;ongavicres_br@yahoo.com.br;(21) 31026661;;;20/10/1999;Oficinas de articultura, oficina de teatro, oficina de orquestra, passeios, atividades de qualificação profissional,atividade recreativa, atividade física, exibição de filmes, atividades com população da comunidade
330045;3300453403927;CENTRO DE CONVIVÊNCIA IRSIL INSTITUTO DE REABILITAÇÃO SANTO INACIO DE LOIOLA;32;ETELVINA AFONSO DE CARVALHO;170;;RETIRO DOS CALIFAS;26173410;BELFORD ROXO;RJ;irsilrj@gmail.com;(21) 27612429;;;28/08/2004;REABILITAÇÃO DE CRIANÇAS SÍNDROME DE DOWN, PARALISIA CEREBRAL E DIFICULDADE DE APRENDIZAGEM COM NEUROPEDIATRIA FONO, PSICOLOGIA, FISIOTERAPIA, ESTIMULAÇÃO COGNITIVA E ASSISTÊNCIA SOCIAL.
330045;3300453403928;CENTRO DE CONVIVÊNCIA PROJETO NOVA ESPERANÇA;32;ITAMBÍ;146;SOBRADO;BAIRRO DAS GRAÇAS;26113390;BELFORD ROXO;RJ;projeto.pne@hotmail.com;(21) 26620097;;;18/06/2003;ATIVIDADES RECREATIVAS
330045;3300453403929;CENTRO DE CONVIVÊNCIA CRESCENDO JUNTOS - Inspetoria N. Senhora da Penha;32;Lajes Brandão;378;casa;Vila Pauline;26171150;BELFORD ROXO;RJ;projetocrescentojuntospct@yahoo.com.br;(21) 37713845;;;08/10/2003;ATIVIDADES E OFICINAS
330045;3300453403930;CENTRO DE CONVIVÊNCIA CASA LAR VIVA RIO - CALVIRIO;32;Maria Peixoto;4;casa;Parque Amorim;26183615;BELFORD ROXO;RJ;abrigolar@gmail.com;(21) 27590276;;;16/03/1998;INFORMÁTICA, MÚSICA, JIU JITSU, ARTES E PEDAQGÓGICAS REALIZADAS DENTRO DA INSTITUIÇÃO POR VOLUNTÁRIOS.
330045;3300453403981;CENTRO DE CONVIVÊNCIA CAEB - COMUNIDADE AMIGA EMPREENDEDORA DE BELFORD ROXO;32;PROJETADA;0;LT08 QD L;LOTE XV;26185500;BELFORD ROXO;RJ;ong.caeb@hotmail.com;(21) 30244366;;;03/11/2005;ATIVIDADES RECREATIVAS E OFICINAS
330045;3300453403982;CENTRO DE CONVIVÊNCIA LEGIÃO DA BOA VONTADE;32;Retiro da Imprensa;467;sobrado;Centro;22611218;BELFORD ROXO;RJ;ibv@ibv.org.br;(21) 27610729;;(21) 37755036;20/06/1984;OFICINAS, ARTESANATOS, ATIVIDADES FÍSICAS
330060;3300603403984;CENTRO DE CONVIVÊNCIA DA MELHOR IDADE ''MARIA LUZIA DO ROSÁRIO;32;Francisco Diniz;s/nº;3º Distrito de Bom Jesus do I;Rosal;28360000;BOM JESUS DO ITABAPOANA;RJ;smash@bomjesus.rj.gov.br;(22) 38316444;;;01/01/2005;Artesanato, oficinas de música, educação física, oficinas temáticas.
330060;3300603403985;Grupo dos Idosos Albertina Ferreira Portugal- Centro de Convivência da Melhor Idade;32;Avenida Governador Roberto Silveira;6;;Centro;28360000;BOM JESUS DO ITABAPOANA;RJ;miriabonifacio@gmail.com;(22) 997685904;;;27/12/1996;Atividades Físicas, Música, artesanato, dança, oficinas temáticas e palestras.
330060;3300603408740;CENTRO DE CONVIVÊNCIA DA MELHOR IDADE DE PIRAPETINGA;27;João Catharina;3;Pirapetina;Centro;28360000;BOM JESUS DO ITABAPOANA;RJ;smash@bomjesus.rj.gov.br;(22) 38320516;;;18/10/2014;Aividades Físicas, e recreação e oficinas temáticas.
330070;3300703400519;CENTRO DE CONVIVÊNCIA Legião da Boa Vontade;3;Joaquim Nogueira;772;;S. Cristóvão;28909490;CABO FRIO;RJ;mariab@lbv.org.br;(22) 26489000;;;24/02/1957;"Atendimento Social,Atendimento Psicológico,Atendimento Pedagógico,Atendimento de Apoio
Técnico,Atendimento
Multidisciplinar,Cidadania Ecumênica,Arte e Cultura,Música,Do Saber,Esporte é Vida,Corpo e Movimento e Grupo de Intervenção"
330070;3300703403987;CENTRO DE CONVIVÊNCIA Lar de Cidinha;32;Dimas Teixeira;191;;Jardim Esperança;28921000;CABO FRIO;RJ;dorinha-cabofrio@hotmail.com;(22) 26472133;;;12/08/1995;
330070;3300703403988;CENTRO DE CONVIVÊNCIA FUNDAÇÃO SANTO AGOSTINHO;32;Milço Ribeiro Soares;S/N;Lotes 14 e 15;São Jacinto;28900000;CABO FRIO;RJ;FUNSAG@GLOBO.COM;(22) 26432151;1;26432151;05/04/1999;São realizadas reuniões com os usuários, na qual alguns temas são trabalhados para o preenchimento dos vínculos familiares
330070;3300703408576;CENTRO DE CONVIVÊNCIA ASSOCIAÇÃO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE CABO FRIO;32;AV. JOAQUIM NOGUEIRA;571;;SÃO CRISTÓVÃO;28909490;CABO FRIO;RJ;APAECABOFRIO@HOTMAIL.COM;(22) 26430115;1;;20/12/1980;FORAM INDICADAS NO ITEM ANTERIOR
330070;3300703412540;CENTRO DE CONVIVÊNCIA PROJETO COMUNITÁRIO CHARLES TERRA;32;DIMAS TEIXEIRA;29;;JARDIM ESPERANÇA;28921000;CABO FRIO;RJ;charles_terra@hotmail.com;(22) 26299437;;;28/08/2005;GRUPOS, RODAS DE CONVERSA, VIDEOTECA, OFICINAS, ETC.
330070;3300703412590;CENTRO DE CONVIVÊNCIA BERENCICE R. DO VALLE-IDOSOS COM AMOR;32;SÃO PEDRO;11;;CAJUEIRO;28905970;CABO FRIO;RJ;ligia2calvo@gmail.com;(22) 999721000;;;28/03/1999;"DISCUSSÃO SOBRE OS DIREITOS DOS IDOSOS,
PARTICIPAÇÃO NO CONSELHO DOS IDOSOS,
FORTALECIMENTO DA AUTOESTIMA VISANDO A APRESENTAÇÃO DA SAÚDE FÍSICA E MENTAL E ATIVIDADES RECREATIVAS COM ESSAS FINALIDADES."
330080;3300803400520;CENTRO DE CONVIVÊNCIA CENTRO DE ESTUDOS DE SAÚDE DO PROJETO PAPUCAIA;3;GOVERNADOR ROBERTO SILVEIRA;472;;CAMPO DO PRADO;28680000;CACHOEIRAS DE MACACU;RJ;infocespp@gmail.com;(21) 26491117;;(21) 26491117;04/02/1985;É desenvolvido na instituição reforço escolar, recreação (capoeira, educação física e cinema), curso de artesanato, informática , óleo de cozinha na fabricação de sabão em barra e detergente.
330080;3300803403990;CENTRO DE CONVIVÊNCIA ASSOCIAÇÃO PESTALOZZI DE CACHOEIRAS DE MACACU;32;PREFEITO JOSÉ DA SILVA;40;CASA;CAMPO DO PRADO;28680000;CACHOEIRAS DE MACACU;RJ;pestalozzi.cachoeiras@gmail.com.br;(21) 26493393;;(21) 26493393;10/02/1988;Oficinas pedagógicas, informática, artesanato, dança, teatro.
330080;3300803409444;CENTRO DE CONVIVÊNCIA INSTITUTO FACULDADE JÁ;32;JOSÉ CUSTÓDIO DE SOUZA;187;;GANGURI DE CIMA;28680000;CACHOEIRAS DE MACACU;RJ;institutofaculdadeja@gmail.com;(21) 26496322;;;21/05/2003;Visitas domiciliares, entrevistas, aplicação de questionários semiestruturados, oficinas, palestras, rodas de conversas, bate papo, dinâmica de grupo, etc.
330093;3300933407780;CENTRO DE CONVIVÊNCIA ;32;CARLITO GONÇALVES DA FONSECA;15;;PRAÇA CORDEIRO;27998000;CARAPEBUS;RJ;cras-centro@hotmail.com;(22) 27683347;;;01/08/2011;Oficina socioeducativa, palestras, inclusão digital, atividade física, dinâmicas, atividades recreativas e lúdicas.
330095;3300953411902;CENTRO DE CONVIVÊNCIA ;3;Zacaron;25;;Centro;25870000;COMENDADOR LEVY GASPARIAN;RJ;assistenciasocial@levygasparian.rj.gov.br;(24) 22541094;222;;19/05/2017;Coral, pintura, fuxico, tricô, petwork, bordado, alongamento, hidroginástica
330100;3301003400521;CENTRO DE CONVIVÊNCIA INSPETORIA SÃO JOÃO BOSCO / CENTRO JUVENIL SÃO PEDRO;3;ANTÔNIO ALVES POUBEL;278;;PARQUE SÃO CAETANO;28030345;CAMPOS DOS GOYTACAZES;RJ;cjsp.ssas@salesiano.br;(22) 27356583;;;09/09/2011;OFICINAS DE LINGUAGEM ,INFORMÁTICA,ARTE CERÂMICA,ESPORTE E PSICOMOTRICIDADE,TEATRO,CAPOEIRA,RECREAÇÃO,OFERTA DE AIMENTAÇÃO,MOMENTOS DE FORMAÇÃO HUMANA E ATENDIMENTO ESPECIALIZADO.
330100;3301003400522;CENTRO DE CONVIVÊNCIA FUNDAÇÃO MUNICIPAL DA INFÂNCIA E DA JUVENTUDE;3;Av. Rui Barbosa;553;;LAPA;28015520;CAMPOS DOS GOYTACAZES;RJ;desafio.fmij@campos.rj.gov.br;(22) 981680760;;;05/04/1992;AS ATIVIDADES SÃO ELABORADAS E REALIZADAS PELOS ORIENTADORES SOCIAIS E FACILITADORES DE OFICINAS,A PARTIR DE TEMAS PRESENTES NA REALIDADE SOCIOCULTURAL DOS USUÁRIOS.DENTRE OS TEMAS A SEREM TRABALHADOS, O FOCO SERÁ VOLTADO PARA INFÂNCIA/ADOLESCÊNCIA E MEIO AMBIENTE, MEIO AMBIENTE,CULTURA,ESPORTE,LAZER,LUDICIDADE,DENTRE OUTROS.
330100;3301003400523;CENTRO DE CONVIVÊNCIA LAR FABIANO DE CRISTO- CASA FRANCISCO LAMEGO;3;FRANCISCO LAMEGO;321;;PARQUE VICENTE GONÇALVES DIAS;28080000;CAMPOS DOS GOYTACAZES;RJ;neiva.miranda@lfc.org.br;(22) 27222700;;(22) 27334993;16/12/2011;Acompanhamento Nutricional, Capoeira, Dança, Contação de Histórias, Educação do Ser Integral, Cidadania, Clube da Mídia, Habilidades Sociais, Projeto Pedagógico Jacaré Poró, Fórum Jovem, Grupo de Idosos, Curso de Artesanato, Projeto: Pré Juventude, Reunião Geral, Palestras Educativas, Reunião de Grupos.
330100;3301003400544;CENTRO DE CONVIVÊNCIA GUARDA MIRIM;3;RUI BARBOSA;553;;LAPA;28013000;CAMPOS DOS GOYTACAZES;RJ;guardamirimfmij@hotmail.com;(22) 27330290;;;07/05/1997;
330100;3301003401639;CENTRO DE CONVIVÊNCIA OBRA DO SALVADOR;27;PRAÇA RIBEIRO DO ROSÁRIO;16;0;PARQUE LEOPOLDINA;28051165;CAMPOS DOS GOYTACAZES;RJ;obradosalvador@hotmail.com;(22) 27324993;25;;09/11/2011;"PIPA- PROJETO DE INICIAÇÃO PROFISSIONAL PARA ADOLESCENTES , 
ESCOLA DE FAMÍLIA"
330100;3301003403992;CENTRO DE CONVIVÊNCIA ASSOCIAÇÃO BENEFICENTE VIVER FELIZ;32;RESIERI PAVANELLI;35;;Parque Novo Mundo;28083450;CAMPOS DOS GOYTACAZES;RJ;abvf2011@hotmail.com;(22) 999550769;;;05/06/2017;papoterapia, oficina de artesanato, projeto de horta e atendimento psicológico.
330100;3301003408880;CENTRO DE CONVIVÊNCIA CIEE - CENTRODE INTEGRAÇÃO EMPRESA ESCOLAR;32;ANITA PEÇANHA;100;;Pq. São Caetano;28030335;CAMPOS DOS GOYTACAZES;RJ;campos@cieerj.org.br;(22) 27242239;;;04/04/2017;Encontros com Responsáveis e jovens, atividades em parceria com profissionais de outras políticas públicas (saúde, CAPS, CTA), discussão sobre sexualidade e drogas, motivação, postura profissional, orientação pessoal.
330100;3301003408904;CENTRO DE CONVIVÊNCIA E FORTALECIMENTO DE VÍNCULOS SEMEANDO ARTE;3;Rui Barbosa;553;;Lapa;28013000;CAMPOS DOS GOYTACAZES;RJ;fmj.presidencia@ig.com.br;(22) 981752617;;;24/03/2014;O SCFV Semeando Arte, promovendo a iniciação cultural, se organiza a partir de percursos de modo a garantir aquisições artísticas, tendo como foco atividades específicas em modalidades de teatro, dança, música e artes plásticas, promovendo a socialização a convivência, o resgate de suas culturas bem como o conhecimento de demais culturas afins, além do sentimento de pertença e de identidade.
330115;3301153401493;Centro de Convivência - Fazendinha;14;Fazendinha,;0;0;Fazendinha,;28180000;CARDOSO MOREIRA;RJ;assistencia@cardosomoreira.gov.br;(22) 27851639;22;(22) 27851639;01/07/2014;As  atividades são  baseadas   em valores que são projetadas para motivar participantes e para envolve ? lós a pensar sobre  si mesmos, sobre o mundo e sobre os valores da maneira relevante. Eles são conduzidos a refletir, dialogar, comunicar, criar, escrever, expressar artisticamente e brincar com valores.
330115;3301153404039;CENTRO DE CONVIVÊNCIA - OUTEIRO;32;Principal,;0;Portaria da Usina;Outeiro,;28180000;CARDOSO MOREIRA;RJ;assistencia@cardosomoreira.gov.br;(22) 27358154;0;(22) 27358154;01/07/2014;
330115;3301153404040;Centro de Convivência - São Joaquim;32;Rua Santo Antônio,;0;0;São Joaquim;28180000;CARDOSO MOREIRA;RJ;assistencia@cardosomoreira.rj.gov.br;(22) 27851639;22;(22) 27851639;01/07/2014;"As atividades são baseadas em valores que são projetadas para motivar participantes e para envolve ? lós a pensar sobre si mesmos, sobre o
mundo e sobre os valores da maneira relevante. Eles são conduzidos a refletir, dialogar, comunicar, criar, escrever, expressar artisticamente e
brincar com valores.
"
330115;3301153404041;Centro de Convivência - Centro;32;Rua Sebastião Zaquieu,;0;fundos;centro;28180000;CARDOSO MOREIRA;RJ;assistencia@cardosomoreira.rj.gov.br;(22) 27852048;;(22) 27851639;31/07/2014;As  atividades são  baseadas   em valores que são projetadas para motivar participantes e para envolve ? lós a pensar sobre  si mesmos, sobre o mundo e sobre os valores da maneira relevante. Eles são conduzidos a refletir, dialogar, comunicar, criar, escrever, expressar artisticamente e brincar com valores.
330115;3301153407371;Centro de Convivência - Taquarassu;32;Rua Principal,;0;0;Taquarassu;28180000;CARDOSO MOREIRA;RJ;assistencia@cardosomoreira.gov.br;(22) 27358154;;(22) 27358154;01/07/2014;As  atividades são  baseadas   em valores que são projetadas para motivar participantes e para envolve ? lós a pensar sobre  si mesmos, sobre o mundo e sobre os valores da maneira relevante. Eles são conduzidos a refletir, dialogar, comunicar, criar, escrever, expressar artisticamente e brincar com valores.
330115;3301153407768;Centro de Convivência - São Luiz;44;São Luiz;0;0;São Luiz;28180000;CARDOSO MOREIRA;RJ;assistencia@cardosomoreira.gov.br;(22) 27851639;22;(22) 27851639;01/07/2014;As  atividades são  baseadas   em valores que são projetadas para motivar participantes e para envolve ? lós a pensar sobre  si mesmos, sobre o mundo e sobre os valores da maneira relevante. Eles são conduzidos a refletir, dialogar, comunicar, criar, escrever, expressar artisticamente e brincar com valores.
330115;3301153407769;Centro de Convivência - Valão dos Pires;44;Valão dos Pires;0;0;Valão dos Pires;28180000;CARDOSO MOREIRA;RJ;assistencia@cardosomoreira.gov.br;(22) 27851639;22;(22) 27851639;01/07/2014;As  atividades são  baseadas   em valores que são projetadas para motivar participantes e para envolve ? lós a pensar sobre  si mesmos, sobre o mundo e sobre os valores da maneira relevante. Eles são conduzidos a refletir, dialogar, comunicar, criar, escrever, expressar artisticamente e brincar com valores.
