IBGE7;IBGE;Região;UF;uf_s;Município;Municipio_2013;area;Pop_Total2010_MICRO;Porte_pop2010;Pop_Total2010;Pop_Urbana2010;Pop_Rural2010;NºIDENTIFICADOR;ident.0.1;ident.0.2;ident.0.3;ident.0t.4;ident.0.5;ident.0.6;ident.0.7;ident.0.8;ident.0.9;ident.0.10;ident.0.11;ident.0.12;ident.0.13;ident.0.14;ident.0.15;ident.0.16;Latitude;Longitude;q.1;q.2;q.3;q.4.1;q.4.2;q.4.3;q.4.0;q.4.99;q.5.1;q.5.2;q.5.99;q.5.0;q.5.99.1;q.6;q.7;q.9.1;q.9.2;q.9.3;q.9.4;q.10;q.11;q.12;q.13;q.13.1;q.14;q.14.99;q.15;q.16.1.1;q.16.1.2;q.16.1.3;q.16.1.4;q.16.1.5;q.16.1.6;q.16.1.7;q.16.2.1;q.16.2.2;q.16.2.3;q.16.2.4;q.16.2.5;q.16.2.6;q.16.2.7;q.17;q.17.99;q.18.1;q.18.1.99;q.18.2;q.18.2.99;q.19;q.19.99;q.20;q.21.1;q.21.2;q.21.3;q.21.4;q.21.5;q.21.6;q.21.7;q.21.8;q.21.9;q.22;q.23;q.24;q.25.1;q.25.2;q.25.3;q.25.4;q.25.5;q.25.6;q.25.7;q.25.8;q.25.9;q.25.10;q.25.11;q.25.12;q.25.13;q.25.14;q.25.15;q.25.16;q.25.17;q.25.18;q.25.19;q.25.20;q.25.21;q.25.22;q.25.23;q.25.24;q.25.25;q.25.0;q.26.1;q.26.2;q.26.3;q.26.98;q.26.99;q.26.0;q.26.98.1;q.27;q.28.0;q.29;q.31.4;q.32.4;D.5.99.1.recod;D.16.1.6.recod;D.16.2.7.recod;D.21.9.recod;D.13.faixa;D.14.faixa;D.15.faixa
3555109;355510;3;35;SP;Tupi Paulista;Tupi Paulista;244,65;116149;Pequeno I;14269;11206;3063;3555103308412;Unidade de Acolhimento;Rua;OSVALDO CRUZ;396;;CENTRO;;17930-000;Tupi Paulista;SP;familiaacolhedoratupi@outlook.com;(18) 3851-2477;;;04/ago/15;Família Acolhedora;-2139048598111020;-5157400846481320;Crianças/adolescentes;Governamental;;;;;;;;;;;9999;Municipal;;;;;;Sim, por lei;2015;Sim;937,0000;;3;;5;2;1;0;0;0;0;3;1;0;0;1;0;0;2;1;;0;;2;;1;;0;0;0;0;0;4;1;0;0;5;Não possui critério de admissão;Sim, sempre que há demanda;Sim;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;1;1;1;1;1;1;0;1;0;0;0;0;0;;1;;3;2;3;;3,00;2,00;5,00;3,00;1,00;1,00
3556008;355600;3;35;SP;Urupês;Urupês;324,79;79222;Pequeno I;12714;11314;1400;3556003307909;Unidade de Acolhimento - Família Acolhedora;Rua;Gustavo Martins Cerqueira;463;B;Centro;Endereço de referência do Programa Família Acolhedora.;15850-000;Urupês;SP;assistenciasocial@urupes.sp.gov.br;(17) 3552-1144;219;;28/jan/11;Família Acolhedora;-2120641849343610;-4.9291706085205E+16;Crianças/adolescentes;Governamental;;;;;;;;;;;9999;Municipal;;;;;;Sim, por lei;2011;Sim;468,5000;;2;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;;1;;0;;0;0;0;0;0;0;0;0;0;0;Não possui critério de admissão;Sim, sempre que há demanda;Sim;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;1;0;0;0;;5;1;2;99;2;;0,00;0,00;0,00;2,00;1,00;1,00
3556206;355620;3;35;SP;Valinhos;Valinhos;148,53;2630893;Grande;106793;101626;5167;3556203306478;UNIDADE DE ACOLHIMENTO FAMÍLIA ACOLHEDORA;Rua;Joaquim Martins;354;;Jardim Valença;;13277-124;Valinhos;SP;familiaccava@gmail.com;(19) 3829-3410;;;01/jan/15;Família Acolhedora;-2.29862254873479E+16;-4.7005906105041504E+16;Crianças/adolescentes;Não Governamental/Organização da Sociedade Civil;54698303000159;0;1;0;0;0;1;1;0;0;9999;Municipal;;;;;;Sim, por lei;2015;Sim;885,4900;;15;;4;0;0;0;0;0;0;0;0;1;3;0;0;0;4;7;;0;;0;;2;;0;2;2;0;0;0;0;0;0;4;Não possui critério de admissão;Sim, sempre que há demanda;Sim;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;0;1;0;1;0;0;0;;3;;2;1;1;;0,00;4,00;4,00;3,00;2,00;1,00
3557105;355710;3;35;SP;Votuporanga;Votuporanga;421,69;139475;Médio;84692;82319;2373;3557103306300;UNIDADE DE ACOLHIMENTO - SERVIÇO DE ACOLHIMENTO EM FAMÍLIA ACOLHEDORA;Rua;TOCANTINS;3702;;JARDIM SANTA ELIZA;;15505-189;Votuporanga;SP;acolhimento@votuporanga.sp.gov.br;(17) 3423-3673;;;02/set/09;Família Acolhedora;-20423;-49973;Crianças/adolescentes;Governamental;;;;;;;;;;;9999;Municipal;;;;;;Sim, por lei;2009;Sim;937,0000;;1;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;0;;0;;0;0;0;0;0;0;0;0;0;0;Não possui critério de admissão;Sim, sempre que há demanda;Sim;1;0;1;0;1;0;1;1;1;1;1;1;1;1;1;0;1;0;0;1;1;1;1;1;1;0;0;1;1;0;0;0;;3;1;1;1;99;;0,00;0,00;0,00;3,00;1,00;1,00
4101408;410140;4;41;PR;Apucarana;Apucarana;558,39;286984;Grande;120919;114098;6821;4101403306280;UNIDADE DE ACOLHIMENTO FAMÍLIAS GUARDIÃS;Rua;erico verissimo;127;;28 de jneiro;;86800-000;Apucarana;PR;sasapucarana@gmail.com;(43) 3425-1511;;;30/dez/03;Família Acolhedora;-23551;-51461;Crianças/adolescentes;Governamental;;;;;;;;;;;9999;Municipal;;;;;;Sim, por lei;2003;Sim;702,7500;;6;;10;0;0;3;0;3;1;7;0;0;1;0;1;1;3;1;;1;;0;;0;;0;0;0;3;0;2;0;5;0;10;Não possui critério de admissão;Sim, sempre que há demanda;Não;0;0;0;0;1;1;1;0;0;1;1;1;1;1;1;0;0;0;0;1;1;0;1;1;0;0;1;1;0;0;0;0;;3;;2;2;3;;7,00;3,00;10,00;3,00;1,00;1,00
4102752;410275;4;41;PR;Bela Vista da Caroba;Bela Vista da Caroba;148,11;95292;Pequeno I;3945;1041;2904;4102753307805;UNIDADE DE ACOLHIMENTO FAMÍLIA ACOLHEDORA PROGRAMA;Rua;Rua mato grosso;22;assistência social;centro;Próximo ao destacamento da policia militar.;85745-000;Bela Vista da Caroba;PR;cras@belavistadacaroba.pr.gov.br;(46) 3557-1206;;;19/dez/16;Família Acolhedora;-2.58807512195508E+16;-5.3665831089019696E+16;Crianças/adolescentes;Governamental;;;;;;;;;;;9999;Municipal;;;;;;Sim, por lei;2016;Sim;937,0000;;1;;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;;0;;0;;0;;0;0;0;1;0;0;0;0;0;1;Não possui critério de admissão;Sim, sempre que há demanda;Sim;0;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;0;1;0;1;1;1;0;1;1;0;0;1;0;0;0;0;;3;;3;1;99;;0,00;1,00;1,00;3,00;1,00;1,00
4103222;410322;4;41;PR;Bom Sucesso do Sul;Bom Sucesso do Sul;195,87;159424;Pequeno I;3293;1581;1712;4103223307935;Unidade de Acolhimento;Rua;Agata Voss Nuemberg;96;;centro;;85515-000;Bom Sucesso do Sul;PR;social@bssul.pr.gov.br;(46) 3234-1135;;;03/ago/17;Família Acolhedora;-2607330184977570;-5283310174942010;Crianças/adolescentes;Governamental;;;;;;;;;;;9999;Municipal;;;;;;Sim, por lei;2017;Sim;937,0000;;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;0;;0;;0;0;0;0;0;0;0;0;0;0;Não possui critério de admissão;Sim, sempre que há demanda;Sim;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;0;1;1;1;1;1;1;1;1;0;0;1;0;0;0;0;;3;1;2;99;2;;0,00;0,00;0,00;3,00;1,00;1,00
4103404;410340;4;41;PR;Cafeara;Cafeara;185,80;183911;Pequeno I;2695;2195;500;4103403308506;Unidade de Acolhimento;Avenida;PARANÁ;331;casa;CENTRO;FUNDOS DO CORREIO;86640-000;Cafeara;PR;crascafearapr@hotmail.com;(43) 3625-1479;;(43) 4336-2514;09/nov/10;Família Acolhedora;-2.27892386451344E+16;-5171382665634150;Crianças/adolescentes;Governamental;;;;;;;;;;;9999;Municipal;;;;;;Sim, por lei;2010;Sim;937,0000;;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;0;;0;;0;0;0;0;0;0;0;0;0;0;Não possui critério de admissão;Não acolhe;Sim;1;0;0;0;0;1;0;0;1;1;1;1;0;0;1;0;0;0;0;1;1;1;1;1;1;0;0;1;0;0;0;0;;5;1;3;1;2;;0,00;0,00;0,00;3,00;1,00;1,00
4103453;410345;4;41;PR;Cafelândia;Cafelândia;271,72;432978;Pequeno I;14662;12348;2314;4103453306169;UNIDADE DE ACOLHIMENTO CAFELANDIA;Avenida;PRESIDENTE JUCELINO;158;SOBRADO;CENTRO;;85415-000;Cafelândia;PR;acaosocial@cafelandia.pr.gov.br;(45) 3241-3895;27;(45) 3241-1156;16/abr/14;Família Acolhedora;-2.46219145965847E+16;-5332210063934320;Crianças/adolescentes;Governamental;;;;;;;;;;;9999;Municipal;;;;;;Sim, por lei;2014;Sim;1422,5000;;1;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;1;;0;;0;;0;0;0;0;0;0;0;0;0;0;Não possui critério de admissão;Sim, sempre que há demanda;Sim;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;0;0;0;0;;4;;2;2;3;;0,00;0,00;0,00;4,00;1,00;1,00
4104659;410465;4;41;PR;Carambeí;Carambeí;649,68;429981;Pequeno I;19163;13918;5245;4104653308510;Unidade de Acolhimento;Avenida;Das Flores;966;;Jardim Novo Horizonte;Ao Lado do CRAS Novo Horizonte;84145-000;Carambeí;PR;creas@carambei.pr.gov.br;(42) 3231-4484;;;24/mar/15;Família Acolhedora;-2495193893464300;-5012108802795410;Crianças/adolescentes;Governamental;;;;;;;;;;;9999;Municipal;;;;;;Sim, por lei;2015;Sim;937,0000;;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;0;;0;;0;0;0;0;0;0;0;0;0;0;Não possui critério de admissão;Sim, sempre que há demanda;Sim;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;1;0;0;0;;3;1;3;1;3;;0,00;0,00;0,00;3,00;1,00;1,00
4104808;410480;4;41;PR;Cascavel;Cascavel;2100,11;432978;Grande;286205;270049;16156;4104803302239;UNIDADE DE ACOLHIMENTO FAMILIAR;Rua;Porto Alegre;557;;Pioneiros Catarinense;;85805-600;Cascavel;PR;acolhimentofamiliar@gmail.com;(45) 3902-1747;1379;(45) 3902-1747;01/out/02;Família Acolhedora;-2.4968571712271E+16;-5347835540771480;Crianças/adolescentes;Governamental;;;;;;;;;;;9999;Municipal;;;;;;Sim, por lei;2002;Sim;841,3600;;306;;224;11;10;28;18;21;12;100;11;7;36;17;15;18;104;39;;39;;24;;4;;9;18;18;21;20;65;47;15;20;224;Não possui critério de admissão;Sim, sempre que há demanda;Sim;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;0;1;1;1;0;0;0;;3;;2;1;2;;100,00;104,00;224,00;3,00;4,00;4,00
4104907;410490;4;41;PR;Castro;Castro;2531,50;429981;Médio;67084;49266;17818;4104903306364;UNIDADE DE ACOLHIMENTO SERVIÇO DE ACOLHIMENTO EM FAMÍLIA ACOLHEDORA;Rua;ALCEBIADES MARQUES DE SOUZA;1059;;MORADA DO SOL;;84172-430;Castro;PR;casalar@castro.pr.gov.br;(42) 2122-5522;;;01/nov/06;Família Acolhedora;-2478918910793460;-4999028205871580;Crianças/adolescentes;Governamental;;;;;;;;;;;9999;Municipal;;;;;;Sim, por lei;2006;Sim;900,0000;;1;;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;;0;;0;;0;;0;0;0;0;1;0;0;0;0;1;Não possui critério de admissão;Sim, sempre que há demanda;Sim;1;0;1;0;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;0;1;0;0;0;0;0;;3;;1;1;99;;0,00;1,00;1,00;3,00;1,00;1,00
4106506;410650;4;41;PR;Coronel Vivida;Coronel Vivida;684,42;159424;Pequeno II;21749;15445;6304;4106503308364;Unidade de Acolhimento;Rua;CANDIDO INACIO DE LIMA;0;;JARDIM PRIMAVERA II;;85550-000;Coronel Vivida;PR;social@coronelvivida.pr.gov.br;(46) 63232-3650;;;08/dez/08;Família Acolhedora;-25.98;-52568;Crianças/adolescentes;Governamental;;;;;;;;;;;9999;Municipal;;;;;;Sim, por lei;2011;Sim;312,3300;;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;0;;0;;0;0;0;0;0;0;0;0;0;0;Não possui critério de admissão;Sim, sempre que há demanda;Sim;1;0;1;1;1;1;1;0;0;1;1;1;1;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;;1;1;0;2;3;;0,00;0,00;0,00;2,00;1,00;1,00
4106803;410680;4;41;PR;Cruz Machado;Cruz Machado;1478,35;116691;Pequeno I;18040;6057;11983;4106803308578;Unidade de Acolhimento;Avenida;Presidente Getúlio Vargas;787;;centro;;84620-000;Cruz Machado;PR;smas@pmcm.pr.gov.br;(42) 3554-1752;;;24/jun/10;Família Acolhedora;-2.60170468821494E+16;-5134529113769530;Crianças/adolescentes;Governamental;;;;;;;;;;;9999;Municipal;;;;;;Sim, por lei;2010;Sim;624,6600;;3;;2;0;0;0;0;0;0;0;0;0;0;0;1;1;2;1;;1;;0;;0;;0;0;0;0;0;1;1;0;0;2;Não possui critério de admissão;Sim, sempre que há demanda;Sim;0;0;1;1;1;0;0;0;0;1;0;0;0;1;0;0;1;1;0;1;1;1;1;1;1;0;0;0;0;1;0;0;Equipe do órgão gestor;3;;0;2;2;;0,00;2,00;2,00;3,00;1,00;1,00
4107256;410725;4;41;PR;Douradina;Douradina;419,85;265092;Pequeno I;7445;5236;2209;4107253307845;UNIDADE DE ACOLHIMENTO -  FAMÍLIA ACOLHEDORA;Rua;Maria P. Maragno;250;casa;Campo Belo;Próximo ao Bar do Bairro Campo Belo;87485-000;Douradina;PR;assistenciasocial@douradina.pr.gov.br;(44) 99756-7233;;;10/mar/10;Família Acolhedora;-2338248995907610;-5330220937728880;Crianças/adolescentes;Governamental;;;;;;;;;;;9999;Municipal;;;;;;Sim, por lei;2010;Sim;2500,0000;;4;;3;0;0;2;0;0;0;2;0;0;1;0;0;0;1;0;;1;;0;;0;;0;0;0;0;3;0;0;0;0;3;Não possui critério de admissão;Sim, sempre que há demanda;Não;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;1;0;0;1;1;0;0;1;0;1;0;0;Equipe de Proteção Social Especial;2;;0;99;2;;2,00;1,00;3,00;4,00;1,00;1,00
4107538;410753;4;41;PR;Entre Rios do Oeste;Entre Rios do Oeste;122,07;377780;Pequeno I;3926;2642;1284;4107533307481;UNIDADE DE ACOLHIMENTO SERVIÇO DE ACOLHIMENTO EM FAMÍLIA ACOLHEDORA;Rua;MAURÍCIO CARDOSO;890;;CENTRO;CREAS;85988-000;Entre Rios do Oeste;PR;creasero2012@hotmail.com;(45) 3257-1683;;(45) 3257-1268;30/jul/14;Família Acolhedora;-2.47075975077862E+16;-5424299955368040;Crianças/adolescentes;Governamental;;;;;;;;;;;9999;Municipal;;;;;;Sim, por lei;2014;Sim;937,0000;;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;0;;0;;0;0;0;0;0;0;0;0;0;0;Não possui critério de admissão;Sim, sempre que há demanda;Sim;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;0;1;1;1;0;1;1;0;0;0;1;0;0;0;;2;1;0;2;3;;0,00;0,00;0,00;3,00;1,00;1,00
4108304;410830;4;41;PR;Foz do Iguaçu;Foz do Iguaçu;617,70;408800;Grande;256088;253962;2126;4108303306029;UNIDADE DE ACOLHIMENTO FAMÍLIA ACOLHEDORA - ASSOCIAÇÃO FRATERNIDADE ALIANÇA - AFA;Rua;PAULINO FERREIRA;56;;BOA ESPERANÇA;CAIC ADELE ZANOTTO SCALCO;85854-360;Foz do Iguaçu;PR;info@fraternidadealianca.org.br;(45) 3527-2856;;;13/set/13;Família Acolhedora;-25548;-54588;Crianças/adolescentes;Não Governamental/Organização da Sociedade Civil;97366694000117;0;1;0;0;0;1;1;1;0;Conselho Municipal da Cultura;Municipal;;;;;;Sim, por lei;2004;Sim;937,0000;;34;;31;3;1;3;0;0;1;8;5;8;6;2;0;2;23;5;;4;;3;;1;;0;1;3;14;0;12;0;0;1;31;Não possui critério de admissão;Sim, sempre que há demanda;Sim;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;0;1;0;0;0;0;0;;3;;1;1;99;1;8,00;23,00;31,00;3,00;2,00;2,00
4109401;410940;4;41;PR;Guarapuava;Guarapuava;3115,33;378086;Grande;167328;152993;14335;4109403307791;UNIDADE DE ACOLHIMENTO - FAMÍLIA ACOLHEDORA;Rua;SENADOR PINHEIRO MACHADO;1075;;ALTO DA XV;;85010-100;Guarapuava;PR;familiaacolhedora@guarapuava.pr.gov.br;(42) 3623-7995;;(42) 3623-7995;11/mai/17;Família Acolhedora;-25395;-51458;Crianças/adolescentes;Governamental;;;;;;;;;;;9999;Municipal;;;;;;Sim, por lei;2017;Sim;937,0000;;0;;7;0;0;1;0;0;0;1;2;0;0;3;0;1;6;0;;0;;0;;0;;0;1;0;0;0;0;0;0;0;1;Não possui critério de admissão;Sim, sempre que há demanda;Sim;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;0;0;0;;2;;2;2;3;;1,00;6,00;1,00;3,00;1,00;1,00
4109609;410960;4;41;PR;Guaratuba;Guaratuba;1325,88;265392;Pequeno II;32095;28805;3290;4109603308594;Unidade de Acolhimento Família Acolhedora;Rua;Manoel Henrique;200;;Centro;;83280-000;Guaratuba;PR;familiaacolhedora@guaratuba.pr.gov.br;(41) 3472-8603;;;07/nov/17;Família Acolhedora;-2.58768514313184E+16;-4.85738396644592E+16;Crianças/adolescentes;Governamental;;;;;;;;;;;9999;Municipal;;;;;;Sim, por lei;2017;Sim;468,0000;;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;0;;0;;0;0;0;0;0;0;0;0;0;0;Não possui critério de admissão;Sim, sempre que há demanda;Sim;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;1;0;;;1;0;2;1;;0,00;0,00;0,00;2,00;1,00;1,00
4109658;410965;4;41;PR;Honório Serpa;Honório Serpa;502,24;90369;Pequeno I;5955;1988;3967;4109653308323;UNIDADE DE ACOLHIMENTO - FAMÍLIA ACOLHEDORA;Avenida;SÃO FRANCISCO;386;;CENTRO;DEPARTAMENTO MUNICIPAL DE ASSISTÊNCIA SOCIAL.;85548-000;Honório Serpa;PR;PROTSOCIALESPECIAL.HS@GMAIL.COM;(46) 3245-1186;;;23/fev/10;Família Acolhedora;-2.61429180122127E+16;-5238729715347290;Crianças/adolescentes;Governamental;;;;;;;;;;;9999;Municipal;;;;;;Sim, por lei;2010;Não;;;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;0;;0;;0;0;0;0;0;0;0;0;0;0;Não possui critério de admissão;Sim, sempre que há demanda;Sim;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;0;0;0;0;;3;1;0;2;2;;0,00;0,00;0,00;;1,00;1,00
4109807;410980;4;41;PR;Ibiporã;Ibiporã;300,19;724570;Pequeno II;48198;45895;2303;4109803307799;UNIDADE DE ACOLHIMENTO FAMÍLIA ACOLHEDORA;Rua;José Bonifácio;870;;Centro;;86200-000;Ibiporã;PR;acolhimento@ibipora.pr.gov.br;(43) 3178-0234;;;29/mar/16;Família Acolhedora;-2.32637124822069E+16;-5104794144630430;Crianças/adolescentes;Governamental;;;;;;;;;;;9999;Municipal;;;;;;Sim, por lei;2016;Sim;937,0000;;9;;9;1;0;1;0;0;0;2;2;2;0;1;1;1;7;0;;0;;0;;0;;0;0;1;5;3;0;0;0;0;9;Não possui critério de admissão;Sim, sempre que há demanda;Sim;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;0;0;0;;4;;1;1;2;;2,00;7,00;9,00;3,00;1,00;1,00
4111209;411120;4;41;PR;Itapejara D´oeste;Itapejara d'Oeste;254,08;159424;Pequeno I;10531;6987;3544;4111203307863;UNIDADE DE ACOLHIMENTO;Rua;Avenida Manoel Ribas;0;casa;Centro;Em frente a Prefeitura Municipal.;85580-000;Itapejara d'Oeste;PR;social@itapejaradoeste.pr.gov.br;(46) 3526-1651;;(46) 3526-8300;22/mar/17;Família Acolhedora;-25965;-52816;Crianças/adolescentes;Governamental;;;;;;;;;;;9999;Municipal;;;;;;Sim, por lei;2017;Sim;1405,5000;;3;;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;2;;3;;0;;0;;0;0;0;1;0;0;0;0;0;1;Não possui critério de admissão;Sim, sempre que há demanda;Sim;1;1;1;1;1;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;0;0;0;0;0;;4;;2;2;1;;0,00;1,00;1,00;4,00;1,00;1,00
4112702;411270;4;41;PR;Jataizinho;Jataizinho;159,18;71173;Pequeno I;11875;11053;822;4112703308588;Unidade de Acolhimento;Rua;John Fitzgerald kennedy;118;;Centro;;86210-000;Jataizinho;PR;dasjataizinho@gmail.com;(43) 3259-3742;;;29/set/17;Família Acolhedora;-2325794627783640;-5097742080688470;Crianças/adolescentes;Governamental;;;;;;;;;;;9999;Municipal;;;;;;Sim, por lei;2016;Sim;2200,0000;;2;;2;0;1;0;0;0;0;1;1;0;0;0;0;0;1;0;;0;;2;;0;;0;0;0;0;0;0;2;0;0;2;Não possui critério de admissão;Sim, sempre que há demanda;Sim;0;1;1;0;1;0;1;0;1;1;1;1;0;0;1;0;0;1;0;1;1;1;0;1;0;0;0;0;0;1;0;0;Departamento de Assistência Social;3;;2;1;2;;1,00;1,00;2,00;4,00;1,00;1,00
4113452;411345;4;41;PR;Lindoeste;Lindoeste;361,37;432978;Pequeno I;5361;2384;2977;4113453307855;UNIDADE DE ACOLHIMENTO FAMILIAR;Avenida;MARECHAL RONDON;0;;CENTRO;;85826-000;Lindoeste;PR;familia_acolhedoralindoeste@hotmail.com;(45) 3237-1752;;;18/nov/08;Família Acolhedora;-2.52678090961319E+16;-5357244729995720;Crianças/adolescentes;Governamental;;;;;;;;;;;9999;Municipal;;;;;;Sim, por lei;2008;Sim;937,0000;;4;;5;0;0;1;1;0;1;3;0;0;0;0;1;1;2;1;;0;;0;;0;;0;0;1;1;0;1;1;1;0;5;Não possui critério de admissão;Sim, sempre que há demanda;Sim;1;0;1;1;1;0;1;1;1;1;1;1;1;0;1;1;0;1;0;1;1;1;1;1;0;0;1;0;0;0;0;0;;4;;3;2;2;;3,00;2,00;5,00;3,00;1,00;1,00
4113700;411370;4;41;PR;Londrina;Londrina;1650,81;724570;Grande;506701;493520;13181;4113703303467;UNIDADE DE ACOLHIMENTO SERVIÇO DE ACOLHIMENTO EM FAMÍLIA ACOLHEDORA;Avenida;RIO DE JANEIRO;1288;;CENTRO;Ao lado do Centro Público de Economia Solidária;86010-150;Londrina;PR;acolhimento.familiar@londrina.pr.gov.br;(43) 3378-0589;361;;18/mar/08;Família Acolhedora;-2.33204839414228E+16;-5.1159102916717504E+16;Crianças/adolescentes;Governamental;;;;;;;;;;;9999;Municipal;;;;;;Sim, por lei;2008;Sim;250,0000;;47;;45;3;5;11;2;0;2;23;1;4;8;4;3;2;22;2;;0;;0;;0;;1;1;5;0;9;10;20;0;0;45;Não possui critério de admissão;Sim, sempre que há demanda;Não;1;1;1;1;1;1;1;0;0;1;0;0;0;0;1;1;0;0;0;1;1;1;1;1;1;0;1;1;0;0;0;0;;3;;2;2;3;;23,00;22,00;45,00;2,00;2,00;2,00
4113809;411380;4;41;PR;Lupionópolis;Lupionópolis;121,07;183911;Pequeno I;4592;4079;513;4113803308319;UNIDADE DE ACOLHIMENTO;Avenida;AV: DR JOSINO DA ROCHA LOURES;603;;CENTRO;AO LADO DO CRAS;86635-000;Lupionópolis;PR;socialupionopolis@hotmail.com;(43) 3660-1360;;;28/out/10;Família Acolhedora;-2.2755980043759E+16;-5165561199188230;Crianças/adolescentes;Governamental;;;;;;;;;;;9999;Municipal;;;;;;Sim, por lei;2010;Sim;937,0000;;3;;2;0;0;0;0;0;0;0;0;0;1;0;0;1;2;0;;0;;0;;1;;0;0;0;0;1;1;0;0;0;2;Não possui critério de admissão;Não acolhe;Não;1;1;1;0;1;0;1;0;0;1;0;1;1;0;0;0;0;0;0;1;1;0;1;0;1;0;0;1;0;0;0;0;;1;;0;1;2;;0,00;2,00;2,00;3,00;1,00;1,00
4115200;411520;4;41;PR;Maringá;Maringá;487,93;540477;Grande;357077;350653;6424;4115203306174;UNIDADE DE ACOLHIMENTO EM FAMÍLIA ACOLHEDORA;Rua;HAITI;808;;VILA MORANGUEIRA;CENTRO SOCIAL URBANO;87040-420;Maringá;PR;sasc_acolhimento_familiar@maringa.pr.gov.br;(44) 3261-2415;;;05/out/07;Família Acolhedora;-23425;-51939;Crianças/adolescentes;Governamental;;;;;;;;;;;9999;Municipal;;;;;;Sim, por lei;2007;Sim;937,0000;;46;;14;1;3;3;1;0;1;;2;0;2;1;0;0;;18;;0;;10;;2;;0;2;3;3;3;2;1;0;0;;Não possui critério de admissão;Sim, sempre que há demanda;Sim;0;1;1;1;1;1;0;1;1;1;1;1;1;0;0;0;0;0;0;1;1;1;1;1;1;0;1;0;0;0;0;0;;3;;1;1;99;;9,00;5,00;14,00;3,00;2,00;2,00
4115853;411585;4;41;PR;Mercedes;Mercedes;200,86;377780;Pequeno I;5046;2439;2607;4115853308544;Unidade de Acolhimento Família Acolhedora Mercedes;Rua;Dr. Osvaldo Cruz;555;;centro;;85998-000;Mercedes;PR;creas_mercedes@hotmail.com;(45) 3256-8037;;;11/jun/14;Família Acolhedora;-2445466989767690;-5416452884674070;Crianças/adolescentes;Governamental;;;;;;;;;;;9999;Municipal;;;;;;Sim, por lei;2014;Sim;937,0000;;1;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;0;;0;;0;;0;0;0;0;0;0;0;0;0;0;Não possui critério de admissão;Sim, sempre que há demanda;Sim;0;0;1;1;1;1;1;0;0;1;1;1;0;0;1;1;0;1;1;1;1;1;0;1;1;0;0;0;1;0;0;0;;3;;0;1;1;;0,00;0,00;0,00;3,00;1,00;1,00
