IBGE7;IBGE;UF;uf_s;Município;Municipio_2013;area;Pop_Total2010;Pop_Urbana2010;Pop_Rural2010;Pop_Total2010_MICRO;Porte_pop2010;Região;NºIDENTIFICADOR;data_nasc;ano;Idade;q.30.3;q.30.9;q.30.10;q.30.11;q.30.12;q.30.13;q.30.14;D30.2.FaixasEtarias;D30.9;D30.9bin1;D30.9bin2;D30.9bin3;D30.11;D30.10bin1;D30.10bin2;D30.10bin3;D30.10bin4;D30.10bin5;D30.11bin1;D30.11bin2;D30.11bin3;D30.11bin4;D30.9bin1_sum;D30.9bin2_sum;D30.9bin3_sum;D30.10bin1_sum;D30.10bin2_sum;D30.10bin3_sum;D30.10bin4_sum;D30.10bin5_sum;D30.11bin1_sum;D30.11bin2_sum;D30.11bin3_sum;D30.11bin4_sum;nu_trabalhadores
3513801;351380;35;SP;Diadema;Diadema;30,65;386089;386089;;13804831;Grande;3;3510000000000;04-05-1984;1984;33;F;Superior Completo;Psicólogo;Servidor Estatutário;Técnico(a) de nível superior;30 horas semanais;20/06/2017;De 30 a 39 anos;Nível Superior;;;Nível Superior;Servidor Estatutário;;;;;Psicólogo;Servidor Estatutário;;;;4;13;24;0;13;0;1;8;11;0;0;30;41
3516200;351620;35;SP;Franca;Franca;607,33;318640;313046;5594;386704;Grande;3;3520000000000;15-01-1965;1965;52;F;Fundamental Completo;Sem formação profissional;Servidor Estatutário;Serviços Gerais;40 horas semanais;05/01/2015;De 50 a 85 anos;Nível fundamental;Nível fundamental;;;Servidor Estatutário;;;;;;Servidor Estatutário;;;;1;1;8;0;4;0;1;2;4;0;0;6;10
3516200;351620;35;SP;Franca;Franca;607,33;318640;313046;5594;386704;Grande;3;3520000000000;31-07-1969;1969;48;F;Superior Completo;Assistente Social;Servidor Estatutário;Técnico(a) de nível superior;40 horas semanais;02/05/2012;De 40 a 49 anos;Nível Superior;;;Nível Superior;Servidor Estatutário;;Assistente Social;;;;Servidor Estatutário;;;;1;1;8;0;4;0;1;2;4;0;0;6;10
3516200;351620;35;SP;Franca;Franca;607,33;318640;313046;5594;386704;Grande;3;3520000000000;02-02-1982;1982;35;F;Especialização;Psicólogo;Servidor Estatutário;Técnico(a) de nível superior;30 horas semanais;18/04/2011;De 30 a 39 anos;Nível Superior;;;Nível Superior;Servidor Estatutário;;;;;Psicólogo;Servidor Estatutário;;;;1;1;8;0;4;0;1;2;4;0;0;6;10
3517406;351740;35;SP;Guaíra;Guaíra;1258,67;37404;36059;1345;211389;Pequeno II;3;3520000000000;22-09-1975;1975;42;F;Superior Incompleto;Sem formação profissional;Empregado Privado (CLT);Apoio Administrativo;30 horas semanais;02/02/2014;De 40 a 49 anos;Nível Médio;;Nível Médio;;Outros vínculos não permanentes;;;;;;;;;Outros vínculos não permanentes;1;1;8;0;4;0;1;2;4;0;0;6;10
3517406;351740;35;SP;Guaíra;Guaíra;1258,67;37404;36059;1345;211389;Pequeno II;3;3520000000000;10-05-1985;1985;32;F;Superior Completo;Administrador;Empregado Privado (CLT);Apoio Administrativo;Menor que 20 horas semanais;18/09/2009;De 30 a 39 anos;Nível Superior;;;Nível Superior;Outros vínculos não permanentes;;;;;;;;;Outros vínculos não permanentes;1;1;8;0;4;0;1;2;4;0;0;6;10
3517406;351740;35;SP;Guaíra;Guaíra;1258,67;37404;36059;1345;211389;Pequeno II;3;3520000000000;04-05-1988;1988;29;F;Superior Completo;Assistente Social;Empregado Privado (CLT);Coordenador(a);Menor que 20 horas semanais;02/10/2014;De 16 a 29 anos;Nível Superior;;;Nível Superior;Outros vínculos não permanentes;;Assistente Social;;;;;;;Outros vínculos não permanentes;1;1;8;0;4;0;1;2;4;0;0;6;10
3517406;351740;35;SP;Guaíra;Guaíra;1258,67;37404;36059;1345;211389;Pequeno II;3;3520000000000;20-01-1987;1987;30;F;Superior Completo;Psicólogo;Empregado Privado (CLT);Técnico(a) de nível superior;Menor que 20 horas semanais;02/05/2013;De 30 a 39 anos;Nível Superior;;;Nível Superior;Outros vínculos não permanentes;;;;;Psicólogo;;;;Outros vínculos não permanentes;1;1;8;0;4;0;1;2;4;0;0;6;10
3517406;351740;35;SP;Guaíra;Guaíra;1258,67;37404;36059;1345;211389;Pequeno II;3;3520000000000;04-03-1992;1992;25;F;Superior Completo;Assistente Social;Empregado Privado (CLT);Técnico(a) de nível superior;Menor que 20 horas semanais;02/10/2017;De 16 a 29 anos;Nível Superior;;;Nível Superior;Outros vínculos não permanentes;;Assistente Social;;;;;;;Outros vínculos não permanentes;1;1;8;0;4;0;1;2;4;0;0;6;10
3519071;351907;35;SP;Hortolândia;Hortolândia;62,22;192692;192692;;2630893;Grande;3;3520000000000;30-12-1975;1975;42;F;Superior Completo;Advogado;Outro vínculo não permanente;Técnico(a) de nível superior;20 horas semanais;09/07/2017;De 40 a 49 anos;Nível Superior;;;Nível Superior;Outros vínculos não permanentes;;;;Advogado;;;;;Outros vínculos não permanentes;1;1;8;0;4;0;1;2;4;0;0;6;10
3519071;351907;35;SP;Hortolândia;Hortolândia;62,22;192692;192692;;2630893;Grande;3;3520000000000;03-07-1986;1986;31;F;Superior Completo;Assistente Social;Servidor Estatutário;Técnico(a) de nível superior;30 horas semanais;09/07/2017;De 30 a 39 anos;Nível Superior;;;Nível Superior;Servidor Estatutário;;Assistente Social;;;;Servidor Estatutário;;;;1;1;8;0;4;0;1;2;4;0;0;6;10
3525904;352590;35;SP;Jundiaí;Jundiaí;431,97;370126;354204;15922;633273;Grande;3;3530000000000;24-04-1964;1964;53;F;Superior Completo;Outra formação de nível superior;Servidor Estatutário;Coordenador(a);40 horas semanais;01/04/2013;De 50 a 85 anos;Nível Superior;;;Nível Superior;Servidor Estatutário;;;;;;Servidor Estatutário;;;;0;2;9;0;3;0;0;4;6;0;0;5;11
3525904;352590;35;SP;Jundiaí;Jundiaí;431,97;370126;354204;15922;633273;Grande;3;3530000000000;16-02-1968;1968;49;F;Doutorado;Psicólogo;Servidor Estatutário;Técnico(a) de nível superior;40 horas semanais;11/04/2016;De 40 a 49 anos;Nível Superior;;;Nível Superior;Servidor Estatutário;;;;;Psicólogo;Servidor Estatutário;;;;0;2;9;0;3;0;0;4;6;0;0;5;11
3525904;352590;35;SP;Jundiaí;Jundiaí;431,97;370126;354204;15922;633273;Grande;3;3530000000000;13-04-1987;1987;30;F;Superior Completo;Assistente Social;Servidor Estatutário;Técnico(a) de nível superior;30 horas semanais;14/07/2016;De 30 a 39 anos;Nível Superior;;;Nível Superior;Servidor Estatutário;;Assistente Social;;;;Servidor Estatutário;;;;0;2;9;0;3;0;0;4;6;0;0;5;11
3525904;352590;35;SP;Jundiaí;Jundiaí;431,97;370126;354204;15922;633273;Grande;3;3530000000000;16-04-1957;1957;60;M;Médio Completo;Sem formação profissional;Terceirizado;Motorista;40 horas semanais;02/05/2017;De 50 a 85 anos;Nível Médio;;Nível Médio;;Outros vínculos não permanentes;;;;;;;;;Outros vínculos não permanentes;0;2;9;0;3;0;0;4;6;0;0;5;11
3530300;353030;35;SP;Mirassol;Mirassol;243,80;53792;52433;1359;763534;Médio;3;3530000000000;08-09-1959;1959;58;M;Superior Completo;Administrador;Servidor Temporário;Coordenador(a);40 horas semanais;11/01/2017;De 50 a 85 anos;Nível Superior;;;Nível Superior;Outros vínculos não permanentes;;;;;;;;;Outros vínculos não permanentes;0;2;9;0;3;0;0;4;6;0;0;5;11
3530300;353030;35;SP;Mirassol;Mirassol;243,80;53792;52433;1359;763534;Médio;3;3530000000000;30-01-1960;1960;57;F;Superior Completo;Assistente Social;Servidor Estatutário;Técnico(a) de nível superior;30 horas semanais;01/09/2009;De 50 a 85 anos;Nível Superior;;;Nível Superior;Servidor Estatutário;;Assistente Social;;;;Servidor Estatutário;;;;0;2;9;0;3;0;0;4;6;0;0;5;11
3530300;353030;35;SP;Mirassol;Mirassol;243,80;53792;52433;1359;763534;Médio;3;3530000000000;29-01-1987;1987;30;F;Superior Completo;Psicólogo;Servidor Estatutário;Técnico(a) de nível superior;20 horas semanais;04/01/2016;De 30 a 39 anos;Nível Superior;;;Nível Superior;Servidor Estatutário;;;;;Psicólogo;Servidor Estatutário;;;;0;2;9;0;3;0;0;4;6;0;0;5;11
3530409;353040;35;SP;Mirassolândia;Mirassolândia;166,42;4295;3492;803;763534;Pequeno I;3;3530000000000;21-10-1965;1965;52;M;Superior Completo;Psicólogo;Servidor Estatutário;Técnico(a) de nível superior;20 horas semanais;20/09/2011;De 50 a 85 anos;Nível Superior;;;Nível Superior;Servidor Estatutário;;;;;Psicólogo;Servidor Estatutário;;;;0;2;9;0;3;0;0;4;6;0;0;5;11
3530409;353040;35;SP;Mirassolândia;Mirassolândia;166,42;4295;3492;803;763534;Pequeno I;3;3530000000000;05-10-1972;1972;45;F;Superior Completo;Assistente Social;Terceirizado;Técnico(a) de nível superior;20 horas semanais;20/09/2011;De 40 a 49 anos;Nível Superior;;;Nível Superior;Outros vínculos não permanentes;;Assistente Social;;;;;;;Outros vínculos não permanentes;0;2;9;0;3;0;0;4;6;0;0;5;11
3530409;353040;35;SP;Mirassolândia;Mirassolândia;166,42;4295;3492;803;763534;Pequeno I;3;3530000000000;28-09-1982;1982;35;M;Superior Incompleto;Profissional de nível médio;Outro vínculo não permanente;Coordenador(a);Maior que 40 horas semanais;08/03/2017;De 30 a 39 anos;Nível Médio;;Nível Médio;;Outros vínculos não permanentes;;;;;;;;;Outros vínculos não permanentes;0;2;9;0;3;0;0;4;6;0;0;5;11
3530409;353040;35;SP;Mirassolândia;Mirassolândia;166,42;4295;3492;803;763534;Pequeno I;3;3530000000000;28-12-1992;1992;25;F;Superior Completo;Psicólogo;Terceirizado;Técnico(a) de nível superior;20 horas semanais;01/01/2017;De 16 a 29 anos;Nível Superior;;;Nível Superior;Outros vínculos não permanentes;;;;;Psicólogo;;;;Outros vínculos não permanentes;0;2;9;0;3;0;0;4;6;0;0;5;11
3536604;353660;35;SP;Paulo de Faria;Paulo de Faria;740,83;8589;7750;839;763534;Pequeno I;3;3540000000000;28-02-1986;1986;31;F;Superior Completo;Psicólogo;Servidor Estatutário;Técnico(a) de nível superior;Menor que 20 horas semanais;11/04/2016;De 30 a 39 anos;Nível Superior;;;Nível Superior;Servidor Estatutário;;;;;Psicólogo;Servidor Estatutário;;;;2;7;25;0;14;0;0;10;8;2;0;24;34
3536604;353660;35;SP;Paulo de Faria;Paulo de Faria;740,83;8589;7750;839;763534;Pequeno I;3;3540000000000;19-09-1970;1970;47;F;Superior Completo;Assistente Social;Servidor Estatutário;Técnico(a) de nível superior;Menor que 20 horas semanais;11/04/2016;De 40 a 49 anos;Nível Superior;;;Nível Superior;Servidor Estatutário;;Assistente Social;;;;Servidor Estatutário;;;;2;7;25;0;14;0;0;10;8;2;0;24;34
3538204;353820;35;SP;Pinhalzinho;Pinhalzinho;154,95;13105;6455;6650;178917;Pequeno I;3;3540000000000;30-12-1991;1991;26;F;Superior Completo;Assistente Social;Empregado Privado (CLT);Técnico(a) de nível superior;30 horas semanais;12/06/2012;De 16 a 29 anos;Nível Superior;;;Nível Superior;Outros vínculos não permanentes;;Assistente Social;;;;;;;Outros vínculos não permanentes;2;7;25;0;14;0;0;10;8;2;0;24;34
3538709;353870;35;SP;Piracicaba;Piracicaba;1369,51;364571;356743;7828;556085;Grande;3;3540000000000;21-04-1966;1966;51;M;Médio Completo;Profissional de nível médio;Empregado Privado (CLT);Motorista;40 horas semanais;08/09/2014;De 50 a 85 anos;Nível Médio;;Nível Médio;;Outros vínculos não permanentes;;;;;;;;;Outros vínculos não permanentes;2;7;25;0;14;0;0;10;8;2;0;24;34
3538709;353870;35;SP;Piracicaba;Piracicaba;1369,51;364571;356743;7828;556085;Grande;3;3540000000000;17-12-1970;1970;47;F;Mestrado;Psicólogo;Empregado Privado (CLT);Coordenador(a);40 horas semanais;15/01/2014;De 40 a 49 anos;Nível Superior;;;Nível Superior;Outros vínculos não permanentes;;;;;Psicólogo;;;;Outros vínculos não permanentes;2;7;25;0;14;0;0;10;8;2;0;24;34
3538709;353870;35;SP;Piracicaba;Piracicaba;1369,51;364571;356743;7828;556085;Grande;3;3540000000000;09-10-1981;1981;36;F;Superior Completo;Assistente Social;Empregado Privado (CLT);Técnico(a) de nível superior;30 horas semanais;15/01/2014;De 30 a 39 anos;Nível Superior;;;Nível Superior;Outros vínculos não permanentes;;Assistente Social;;;;;;;Outros vínculos não permanentes;2;7;25;0;14;0;0;10;8;2;0;24;34
3538709;353870;35;SP;Piracicaba;Piracicaba;1369,51;364571;356743;7828;556085;Grande;3;3540000000000;06-11-1981;1981;36;F;Médio Completo;Profissional de nível médio;Empregado Privado (CLT);Serviços Gerais;40 horas semanais;02/01/2006;De 30 a 39 anos;Nível Médio;;Nível Médio;;Outros vínculos não permanentes;;;;;;;;;Outros vínculos não permanentes;2;7;25;0;14;0;0;10;8;2;0;24;34
3538709;353870;35;SP;Piracicaba;Piracicaba;1369,51;364571;356743;7828;556085;Grande;3;3540000000000;23-04-1971;1971;46;F;Superior Completo;Assistente Social;Empregado Privado (CLT);Técnico(a) de nível superior;30 horas semanais;15/04/2015;De 40 a 49 anos;Nível Superior;;;Nível Superior;Outros vínculos não permanentes;;Assistente Social;;;;;;;Outros vínculos não permanentes;2;7;25;0;14;0;0;10;8;2;0;24;34
3538709;353870;35;SP;Piracicaba;Piracicaba;1369,51;364571;356743;7828;556085;Grande;3;3540000000000;10-07-1989;1989;28;F;Superior Completo;Psicólogo;Empregado Privado (CLT);Técnico(a) de nível superior;40 horas semanais;27/01/2014;De 16 a 29 anos;Nível Superior;;;Nível Superior;Outros vínculos não permanentes;;;;;Psicólogo;;;;Outros vínculos não permanentes;2;7;25;0;14;0;0;10;8;2;0;24;34
3538709;353870;35;SP;Piracicaba;Piracicaba;1369,51;364571;356743;7828;556085;Grande;3;3540000000000;05-06-1995;1995;22;F;Superior Incompleto;Profissional de nível médio;Empregado Privado (CLT);Apoio Administrativo;40 horas semanais;20/10/2015;De 16 a 29 anos;Nível Médio;;Nível Médio;;Outros vínculos não permanentes;;;;;;;;;Outros vínculos não permanentes;2;7;25;0;14;0;0;10;8;2;0;24;34
3538907;353890;35;SP;Pirajuí;Pirajuí;819,43;22704;18501;4203;561705;Pequeno II;3;3540000000000;21-08-1964;1964;53;F;Especialização;Assistente Social;Servidor Temporário;Coordenador(a);40 horas semanais;01/01/2011;De 50 a 85 anos;Nível Superior;;;Nível Superior;Outros vínculos não permanentes;;Assistente Social;;;;;;;Outros vínculos não permanentes;2;7;25;0;14;0;0;10;8;2;0;24;34
3538907;353890;35;SP;Pirajuí;Pirajuí;819,43;22704;18501;4203;561705;Pequeno II;3;3540000000000;15-10-1985;1985;32;F;Superior Completo;Assistente Social;Outro vínculo não permanente;Técnico(a) de nível superior;40 horas semanais;01/01/2017;De 30 a 39 anos;Nível Superior;;;Nível Superior;Outros vínculos não permanentes;;Assistente Social;;;;;;;Outros vínculos não permanentes;2;7;25;0;14;0;0;10;8;2;0;24;34
3541208;354120;35;SP;Presidente Bernardes;Presidente Bernardes;753,74;13570;10500;3070;573368;Pequeno I;3;3540000000000;10-11-1970;1970;47;F;Especialização;Assistente Social;Servidor Estatutário;Coordenador(a);30 horas semanais;02/01/2017;De 40 a 49 anos;Nível Superior;;;Nível Superior;Servidor Estatutário;;Assistente Social;;;;Servidor Estatutário;;;;2;7;25;0;14;0;0;10;8;2;0;24;34
3541208;354120;35;SP;Presidente Bernardes;Presidente Bernardes;753,74;13570;10500;3070;573368;Pequeno I;3;3540000000000;09-02-1984;1984;33;F;Superior Completo;Psicólogo;Servidor Estatutário;Técnico(a) de nível superior;20 horas semanais;25/03/2015;De 30 a 39 anos;Nível Superior;;;Nível Superior;Servidor Estatutário;;;;;Psicólogo;Servidor Estatutário;;;;2;7;25;0;14;0;0;10;8;2;0;24;34
3541406;354140;35;SP;Presidente Prudente;Presidente Prudente;562,11;207610;203375;4235;573368;Grande;3;3540000000000;29-09-1957;1957;60;M;Fundamental Incompleto;Profissional de nível médio;Empregado Privado (CLT);Motorista;Menor que 20 horas semanais;01/03/1996;De 50 a 85 anos;Nível fundamental;Nível fundamental;;;Outros vínculos não permanentes;;;;;;;;;Outros vínculos não permanentes;2;7;25;0;14;0;0;10;8;2;0;24;34
3541406;354140;35;SP;Presidente Prudente;Presidente Prudente;562,11;207610;203375;4235;573368;Grande;3;3540000000000;05-07-1972;1972;45;M;Médio Completo;Profissional de nível médio;Empregado Privado (CLT);Motorista;Menor que 20 horas semanais;25/01/2012;De 40 a 49 anos;Nível Médio;;Nível Médio;;Outros vínculos não permanentes;;;;;;;;;Outros vínculos não permanentes;2;7;25;0;14;0;0;10;8;2;0;24;34
3541406;354140;35;SP;Presidente Prudente;Presidente Prudente;562,11;207610;203375;4235;573368;Grande;3;3540000000000;21-08-1978;1978;39;F;Superior Completo;Assistente Social;Empregado Privado (CLT);Coordenador(a);Maior que 40 horas semanais;30/01/2017;De 30 a 39 anos;Nível Superior;;;Nível Superior;Outros vínculos não permanentes;;Assistente Social;;;;;;;Outros vínculos não permanentes;2;7;25;0;14;0;0;10;8;2;0;24;34
3541406;354140;35;SP;Presidente Prudente;Presidente Prudente;562,11;207610;203375;4235;573368;Grande;3;3540000000000;23-02-1975;1975;42;F;Superior Completo;Psicólogo;Empregado Privado (CLT);Técnico(a) de nível superior;40 horas semanais;11/08/2014;De 40 a 49 anos;Nível Superior;;;Nível Superior;Outros vínculos não permanentes;;;;;Psicólogo;;;;Outros vínculos não permanentes;2;7;25;0;14;0;0;10;8;2;0;24;34
3541406;354140;35;SP;Presidente Prudente;Presidente Prudente;562,11;207610;203375;4235;573368;Grande;3;3540000000000;28-03-1978;1978;39;M;Médio Incompleto;Profissional de nível médio;Empregado Privado (CLT);Outros;Maior que 40 horas semanais;01/12/2012;De 30 a 39 anos;Nível fundamental;Nível fundamental;;;Outros vínculos não permanentes;;;;;;;;;Outros vínculos não permanentes;2;7;25;0;14;0;0;10;8;2;0;24;34
3541406;354140;35;SP;Presidente Prudente;Presidente Prudente;562,11;207610;203375;4235;573368;Grande;3;3540000000000;23-02-1983;1983;34;F;Superior Completo;Outra formação de nível superior;Empregado Privado (CLT);Outros;Menor que 20 horas semanais;04/06/2005;De 30 a 39 anos;Nível Superior;;;Nível Superior;Outros vínculos não permanentes;;;;;;;;;Outros vínculos não permanentes;2;7;25;0;14;0;0;10;8;2;0;24;34
3541406;354140;35;SP;Presidente Prudente;Presidente Prudente;562,11;207610;203375;4235;573368;Grande;3;3540000000000;27-12-1982;1982;35;F;Médio Completo;Profissional de nível médio;Empregado Privado (CLT);Apoio Administrativo;Menor que 20 horas semanais;28/01/2013;De 30 a 39 anos;Nível Médio;;Nível Médio;;Outros vínculos não permanentes;;;;;;;;;Outros vínculos não permanentes;2;7;25;0;14;0;0;10;8;2;0;24;34
3541406;354140;35;SP;Presidente Prudente;Presidente Prudente;562,11;207610;203375;4235;573368;Grande;3;3540000000000;10-07-1990;1990;27;F;Médio Completo;Profissional de nível médio;Empregado Privado (CLT);Apoio Administrativo;Maior que 40 horas semanais;01/08/2013;De 16 a 29 anos;Nível Médio;;Nível Médio;;Outros vínculos não permanentes;;;;;;;;;Outros vínculos não permanentes;2;7;25;0;14;0;0;10;8;2;0;24;34
3541406;354140;35;SP;Presidente Prudente;Presidente Prudente;562,11;207610;203375;4235;573368;Grande;3;3540000000000;05-02-1992;1992;25;F;Superior Completo;Assistente Social;Empregado Privado (CLT);Técnico(a) de nível superior;40 horas semanais;03/12/2013;De 16 a 29 anos;Nível Superior;;;Nível Superior;Outros vínculos não permanentes;;Assistente Social;;;;;;;Outros vínculos não permanentes;2;7;25;0;14;0;0;10;8;2;0;24;34
3542008;354200;35;SP;Quintana;Quintana;319,76;6004;5494;510;109773;Pequeno I;3;3540000000000;26-09-1970;1970;47;F;Superior Completo;Assistente Social;Empregado Privado (CLT);Coordenador(a);30 horas semanais;30/01/2012;De 40 a 49 anos;Nível Superior;;;Nível Superior;Outros vínculos não permanentes;;Assistente Social;;;;;;;Outros vínculos não permanentes;2;7;25;0;14;0;0;10;8;2;0;24;34
3542008;354200;35;SP;Quintana;Quintana;319,76;6004;5494;510;109773;Pequeno I;3;3540000000000;12-02-1993;1993;24;F;Superior Completo;Psicólogo;Outro vínculo não permanente;Técnico(a) de nível superior;30 horas semanais;05/06/2017;De 16 a 29 anos;Nível Superior;;;Nível Superior;Outros vínculos não permanentes;;;;;Psicólogo;;;;Outros vínculos não permanentes;2;7;25;0;14;0;0;10;8;2;0;24;34
3542602;354260;35;SP;Registro;Registro;716,33;54261;48169;6092;243592;Médio;3;3540000000000;14-11-1983;1983;34;F;Superior Completo;Assistente Social;Servidor Estatutário;Técnico(a) de nível superior;30 horas semanais;01/09/2017;De 30 a 39 anos;Nível Superior;;;Nível Superior;Servidor Estatutário;;Assistente Social;;;;Servidor Estatutário;;;;2;7;25;0;14;0;0;10;8;2;0;24;34
3542602;354260;35;SP;Registro;Registro;716,33;54261;48169;6092;243592;Médio;3;3540000000000;23-02-1990;1990;27;M;Especialização;Psicólogo;Servidor Estatutário;Técnico(a) de nível superior;40 horas semanais;01/09/2017;De 16 a 29 anos;Nível Superior;;;Nível Superior;Servidor Estatutário;;;;;Psicólogo;Servidor Estatutário;;;;2;7;25;0;14;0;0;10;8;2;0;24;34
3543402;354340;35;SP;Ribeirão Preto;Ribeirão Preto;650,37;604682;602966;1716;1032547;Grande;3;3540000000000;19-09-1990;1990;27;F;Superior Completo;Psicólogo;Outro vínculo não permanente;Cuidador(a);30 horas semanais;08/08/2016;De 16 a 29 anos;Nível Superior;;;Nível Superior;Outros vínculos não permanentes;;;;;Psicólogo;;;;Outros vínculos não permanentes;2;7;25;0;14;0;0;10;8;2;0;24;34
3543402;354340;35;SP;Ribeirão Preto;Ribeirão Preto;650,37;604682;602966;1716;1032547;Grande;3;3540000000000;19-10-1968;1968;49;F;Superior Incompleto;Sem formação profissional;Empregado Público (CLT);Apoio Administrativo;40 horas semanais;03/03/2016;De 40 a 49 anos;Nível Médio;;Nível Médio;;Empregado Público (CLT);;;;;;;Empregado Público (CLT);;;2;7;25;0;14;0;0;10;8;2;0;24;34
3543402;354340;35;SP;Ribeirão Preto;Ribeirão Preto;650,37;604682;602966;1716;1032547;Grande;3;3540000000000;05-06-1986;1986;31;F;Especialização;Psicólogo;Empregado Público (CLT);Técnico(a) de nível superior;20 horas semanais;01/01/2015;De 30 a 39 anos;Nível Superior;;;Nível Superior;Empregado Público (CLT);;;;;Psicólogo;;Empregado Público (CLT);;;2;7;25;0;14;0;0;10;8;2;0;24;34
3543402;354340;35;SP;Ribeirão Preto;Ribeirão Preto;650,37;604682;602966;1716;1032547;Grande;3;3540000000000;13-07-1990;1990;27;F;Superior Completo;Assistente Social;Outro vínculo não permanente;Cuidador(a);30 horas semanais;04/01/2016;De 16 a 29 anos;Nível Superior;;;Nível Superior;Outros vínculos não permanentes;;Assistente Social;;;;;;;Outros vínculos não permanentes;2;7;25;0;14;0;0;10;8;2;0;24;34
3543402;354340;35;SP;Ribeirão Preto;Ribeirão Preto;650,37;604682;602966;1716;1032547;Grande;3;3540000000000;23-09-1953;1953;64;F;Superior Completo;Assistente Social;Terceirizado;Técnico(a) de nível superior;20 horas semanais;05/08/2017;De 50 a 85 anos;Nível Superior;;;Nível Superior;Outros vínculos não permanentes;;Assistente Social;;;;;;;Outros vínculos não permanentes;2;7;25;0;14;0;0;10;8;2;0;24;34
3544202;354420;35;SP;Riolândia;Riolândia;630,68;10575;8366;2209;139475;Pequeno I;3;3540000000000;19-12-1985;1985;32;M;Especialização;Psicólogo;Servidor Estatutário;Técnico(a) de nível superior;20 horas semanais;01/08/2014;De 30 a 39 anos;Nível Superior;;;Nível Superior;Servidor Estatutário;;;;;Psicólogo;Servidor Estatutário;;;;2;7;25;0;14;0;0;10;8;2;0;24;34
3544202;354420;35;SP;Riolândia;Riolândia;630,68;10575;8366;2209;139475;Pequeno I;3;3540000000000;25-05-1981;1981;36;F;Superior Completo;Assistente Social;Servidor Estatutário;Técnico(a) de nível superior;Menor que 20 horas semanais;01/03/2016;De 30 a 39 anos;Nível Superior;;;Nível Superior;Servidor Estatutário;;Assistente Social;;;;Servidor Estatutário;;;;2;7;25;0;14;0;0;10;8;2;0;24;34
3548500;354850;35;SP;Santos;Santos;280,30;419400;419086;314;1471013;Grande;3;3550000000000;13-03-1965;1965;52;M;Superior Incompleto;Outra formação de nível superior;Servidor Estatutário;Serviços Gerais;40 horas semanais;23/05/2012;De 50 a 85 anos;Nível Médio;;Nível Médio;;Servidor Estatutário;;;;;;Servidor Estatutário;;;;0;6;20;0;9;0;0;9;9;1;0;16;26
3548500;354850;35;SP;Santos;Santos;280,30;419400;419086;314;1471013;Grande;3;3550000000000;10-02-1968;1968;49;F;Superior Completo;Assistente Social;Servidor Estatutário;Técnico(a) de nível superior;30 horas semanais;24/03/2014;De 40 a 49 anos;Nível Superior;;;Nível Superior;Servidor Estatutário;;Assistente Social;;;;Servidor Estatutário;;;;0;6;20;0;9;0;0;9;9;1;0;16;26
3548500;354850;35;SP;Santos;Santos;280,30;419400;419086;314;1471013;Grande;3;3550000000000;28-10-1967;1967;50;F;Especialização;Psicólogo;Servidor Estatutário;Técnico(a) de nível superior;40 horas semanais;09/09/2002;De 50 a 85 anos;Nível Superior;;;Nível Superior;Servidor Estatutário;;;;;Psicólogo;Servidor Estatutário;;;;0;6;20;0;9;0;0;9;9;1;0;16;26
3548500;354850;35;SP;Santos;Santos;280,30;419400;419086;314;1471013;Grande;3;3550000000000;06-05-1981;1981;36;F;Superior Completo;Psicólogo;Servidor Estatutário;Coordenador(a);40 horas semanais;27/01/2014;De 30 a 39 anos;Nível Superior;;;Nível Superior;Servidor Estatutário;;;;;Psicólogo;Servidor Estatutário;;;;0;6;20;0;9;0;0;9;9;1;0;16;26
3548500;354850;35;SP;Santos;Santos;280,30;419400;419086;314;1471013;Grande;3;3550000000000;09-01-1979;1979;38;F;Superior Completo;Profissional de nível médio;Servidor Estatutário;Outros;40 horas semanais;15/10/2007;De 30 a 39 anos;Nível Superior;;;Nível Superior;Servidor Estatutário;;;;;;Servidor Estatutário;;;;0;6;20;0;9;0;0;9;9;1;0;16;26
3548906;354890;35;SP;São Carlos;São Carlos;1140,92;221950;213061;8889;308777;Grande;3;3550000000000;18-12-1976;1976;41;F;Superior Completo;Psicólogo;Sem Vínculo;Coordenador(a);Maior que 40 horas semanais;08/11/2013;De 40 a 49 anos;Nível Superior;;;Nível Superior;Outros vínculos não permanentes;;;;;Psicólogo;;;;Outros vínculos não permanentes;0;6;20;0;9;0;0;9;9;1;0;16;26
3549805;354980;35;SP;São José do Rio Preto;São José do Rio Preto;431,31;408258;383490;24768;763534;Grande;3;3550000000000;28-02-1964;1964;53;F;Médio Completo;Sem formação profissional;Empregado Privado (CLT);Motorista;40 horas semanais;01/10/2013;De 50 a 85 anos;Nível Médio;;Nível Médio;;Outros vínculos não permanentes;;;;;;;;;Outros vínculos não permanentes;0;6;20;0;9;0;0;9;9;1;0;16;26
3549805;354980;35;SP;São José do Rio Preto;São José do Rio Preto;431,31;408258;383490;24768;763534;Grande;3;3550000000000;09-12-1975;1975;42;M;Superior Completo;Administrador;Empregado Privado (CLT);Técnico(a) de nível superior;Menor que 20 horas semanais;01/10/2013;De 40 a 49 anos;Nível Superior;;;Nível Superior;Outros vínculos não permanentes;;;;;;;;;Outros vínculos não permanentes;0;6;20;0;9;0;0;9;9;1;0;16;26
