IBGE;UF_n;Região;Pop_Total2010;Quant_municipios;q81.3;q81.5;q81.6;q81.7;q81.8;q81.9;Idade;Faixas.etarias;TempoMandato;d81.5;d81.5bin1;d81.5bin2;d81.5bin3;d81.6bin1;d81.6bin2;d81.6bin3;d81.6bin4;d81.6bin1.TIT;d81.6bin1.SUPL;d81.6bin2.TIT;d81.6bin2.SUPL;d81.6bin3.TIT;d81.6bin3.SUPL;d81.6bin4.TIT;d81.6bin4.SUPL;d81.6bin1.sum;d81.6bin2.sum;d81.6bin3.sum;d81.6bin4.sum;d81.6bin1.TIT.sum;d81.6bin1.SUPL.sum;d81.6bin2.TIT.sum;d81.6bin2.SUPL.sum;d81.6bin3.TIT.sum;d81.6bin3.SUPL.sum;d81.6bin4.TIT.sum;d81.6bin4.SUPL.sum;nu.conselheiros
28;SE;Nordeste;2068017;75;F;257;Sociedade Civil - das entidade e Organizacoes de Ass. Social;Conselheiro Suplente;14/jul/17;09/nov/18;58;51 a 60 anos;1;Nível Superior;;;Nível Superior;;Representante de Entidades de Assistência Social;;;;;;1,00;;;;;6,00;6,00;2,00;15,00;3,00;3,00;2,00;4,00;2,00;0,00;7,00;8,00;29
28;SE;Nordeste;2068017;75;F;255;Sociedade Civil - dos usuarios;Conselheiro Titular;11/nov/16;09/nov/18;41;41 a 50 anos;2;Nível Médio;;Nível Médio;;Representante de usuários e organização de usuários;;;;1,00;;;;;;;;6,00;6,00;2,00;15,00;3,00;3,00;2,00;4,00;2,00;0,00;7,00;8,00;29
28;SE;Nordeste;2068017;75;F;257;Governamental Outras areas;Conselheiro Suplente;25/set/17;25/set/19;63;Mais de 60 anos;2;Nível Superior;;;Nível Superior;;;;Representante do Governo;;;;;;;;1,00;6,00;6,00;2,00;15,00;3,00;3,00;2,00;4,00;2,00;0,00;7,00;8,00;29
28;SE;Nordeste;2068017;75;F;257;Governamental Assistencia Social;Conselheiro Suplente;04/out/17;04/out/19;55;51 a 60 anos;2;Nível Superior;;;Nível Superior;;;;Representante do Governo;;;;;;;;1,00;6,00;6,00;2,00;15,00;3,00;3,00;2,00;4,00;2,00;0,00;7,00;8,00;29
28;SE;Nordeste;2068017;75;F;257;Governamental Outras areas;Conselheiro Titular;14/abr/17;14/abr/19;55;51 a 60 anos;2;Nível Superior;;;Nível Superior;;;;Representante do Governo;;;;;;;1,00;;6,00;6,00;2,00;15,00;3,00;3,00;2,00;4,00;2,00;0,00;7,00;8,00;29
28;SE;Nordeste;2068017;75;F;257;Sociedade Civil - organizacoes dos usuarios;Conselheiro Suplente;11/nov/16;09/nov/18;55;51 a 60 anos;2;Nível Superior;;;Nível Superior;Representante de usuários e organização de usuários;;;;;1,00;;;;;;;6,00;6,00;2,00;15,00;3,00;3,00;2,00;4,00;2,00;0,00;7,00;8,00;29
28;SE;Nordeste;2068017;75;F;257;Governamental Assistencia Social;Vice-Presidente;17/fev/17;17/fev/19;54;51 a 60 anos;2;Nível Superior;;;Nível Superior;;;;Representante do Governo;;;;;;;1,00;;6,00;6,00;2,00;15,00;3,00;3,00;2,00;4,00;2,00;0,00;7,00;8,00;29
28;SE;Nordeste;2068017;75;F;257;Governamental Outras areas;Conselheiro Suplente;25/set/17;25/set/19;54;51 a 60 anos;2;Nível Superior;;;Nível Superior;;;;Representante do Governo;;;;;;;;1,00;6,00;6,00;2,00;15,00;3,00;3,00;2,00;4,00;2,00;0,00;7,00;8,00;29
28;SE;Nordeste;2068017;75;F;255;Sociedade Civil - das entidade e Organizacoes de Ass. Social;Conselheiro Suplente;14/jul/17;09/nov/18;82;Mais de 60 anos;1;Nível Médio;;Nível Médio;;;Representante de Entidades de Assistência Social;;;;;;1,00;;;;;6,00;6,00;2,00;15,00;3,00;3,00;2,00;4,00;2,00;0,00;7,00;8,00;29
28;SE;Nordeste;2068017;75;F;258;Governamental Assistencia Social;Conselheiro Titular;04/out/17;04/out/19;49;41 a 50 anos;2;Nível Superior;;;Nível Superior;;;;Representante do Governo;;;;;;;1,00;;6,00;6,00;2,00;15,00;3,00;3,00;2,00;4,00;2,00;0,00;7,00;8,00;29
28;SE;Nordeste;2068017;75;F;257;Sociedade Civil - das entidade e Organizacoes de Ass. Social;Conselheiro Titular;11/nov/16;09/nov/18;48;41 a 50 anos;2;Nível Superior;;;Nível Superior;;Representante de Entidades de Assistência Social;;;;;1,00;;;;;;6,00;6,00;2,00;15,00;3,00;3,00;2,00;4,00;2,00;0,00;7,00;8,00;29
28;SE;Nordeste;2068017;75;F;257;Governamental Saude;Conselheiro Titular;30/jan/17;30/jan/19;52;51 a 60 anos;2;Nível Superior;;;Nível Superior;;;;Representante do Governo;;;;;;;1,00;;6,00;6,00;2,00;15,00;3,00;3,00;2,00;4,00;2,00;0,00;7,00;8,00;29
28;SE;Nordeste;2068017;75;F;257;Governamental Outras areas;Conselheiro Suplente;14/abr/17;14/abr/19;44;41 a 50 anos;2;Nível Superior;;;Nível Superior;;;;Representante do Governo;;;;;;;;1,00;6,00;6,00;2,00;15,00;3,00;3,00;2,00;4,00;2,00;0,00;7,00;8,00;29
28;SE;Nordeste;2068017;75;F;256;Governamental Outras areas;Conselheiro Suplente;14/jun/17;14/jun/19;41;41 a 50 anos;2;Nível Médio;;Nível Médio;;;;;Representante do Governo;;;;;;;;1,00;6,00;6,00;2,00;15,00;3,00;3,00;2,00;4,00;2,00;0,00;7,00;8,00;29
28;SE;Nordeste;2068017;75;F;255;Sociedade Civil - dos usuarios;Conselheiro Suplente;14/jul/17;09/nov/18;47;41 a 50 anos;1;Nível Médio;;Nível Médio;;Representante de usuários e organização de usuários;;;;;1,00;;;;;;;6,00;6,00;2,00;15,00;3,00;3,00;2,00;4,00;2,00;0,00;7,00;8,00;29
28;SE;Nordeste;2068017;75;F;257;Governamental Saude;Conselheiro Suplente;30/jan/17;30/jan/19;45;41 a 50 anos;2;Nível Superior;;;Nível Superior;;;;Representante do Governo;;;;;;;;1,00;6,00;6,00;2,00;15,00;3,00;3,00;2,00;4,00;2,00;0,00;7,00;8,00;29
28;SE;Nordeste;2068017;75;M;255;Sociedade Civil - dos usuarios;Conselheiro Titular;11/nov/16;09/nov/18;39;30 a 40 anos;2;Nível Médio;;Nível Médio;;Representante de usuários e organização de usuários;;;;1,00;;;;;;;;6,00;6,00;2,00;15,00;3,00;3,00;2,00;4,00;2,00;0,00;7,00;8,00;29
28;SE;Nordeste;2068017;75;M;256;Governamental Assistencia Social;Conselheiro Suplente;02/jan/17;16/jul/18;41;41 a 50 anos;2;Nível Médio;;Nível Médio;;;;;Representante do Governo;;;;;;;;1,00;6,00;6,00;2,00;15,00;3,00;3,00;2,00;4,00;2,00;0,00;7,00;8,00;29
28;SE;Nordeste;2068017;75;F;257;Sociedade Civil - das entidade e Organizacoes de Ass. Social;Conselheiro Suplente;11/nov/16;11/nov/18;37;30 a 40 anos;2;Nível Superior;;;Nível Superior;;Representante de Entidades de Assistência Social;;;;;;1,00;;;;;6,00;6,00;2,00;15,00;3,00;3,00;2,00;4,00;2,00;0,00;7,00;8,00;29
29;BA;Nordeste;14016906;417;F;258;Governamental Assistencia Social;Conselheiro Suplente;03/dez/16;31/dez/18;34;30 a 40 anos;2;Nível Superior;;;Nível Superior;;;;Representante do Governo;;;;;;;;1,00;3,00;4,00;2,00;8,00;2,00;1,00;2,00;2,00;1,00;1,00;3,00;5,00;17
29;BA;Nordeste;14016906;417;M;257;Governamental Outras areas;Conselheiro Suplente;20/mar/15;31/dez/18;34;30 a 40 anos;4;Nível Superior;;;Nível Superior;;;;Representante do Governo;;;;;;;;1,00;3,00;4,00;2,00;8,00;2,00;1,00;2,00;2,00;1,00;1,00;3,00;5,00;17
29;BA;Nordeste;14016906;417;M;257;Sociedade Civil - organizacoes dos trabalhadores;Conselheiro Titular;21/out/16;21/out/18;32;30 a 40 anos;2;Nível Superior;;;Nível Superior;;;Representante de organização dos trabalhadores;;;;;;1,00;;;;3,00;4,00;2,00;8,00;2,00;1,00;2,00;2,00;1,00;1,00;3,00;5,00;17
29;BA;Nordeste;14016906;417;F;258;Sociedade Civil - das entidade e Organizacoes de Ass. Social;Conselheiro Suplente;21/out/16;21/out/18;27;18 a 29 anos;2;Nível Superior;;;Nível Superior;;Representante de Entidades de Assistência Social;;;;;;1,00;;;;;3,00;4,00;2,00;8,00;2,00;1,00;2,00;2,00;1,00;1,00;3,00;5,00;17
29;BA;Nordeste;14016906;417;M;257;Governamental Assistencia Social;Conselheiro(a) Presidente;11/jan/17;31/dez/18;61;Mais de 60 anos;2;Nível Superior;;;Nível Superior;;;;Representante do Governo;;;;;;;1,00;;3,00;4,00;2,00;8,00;2,00;1,00;2,00;2,00;1,00;1,00;3,00;5,00;17
29;BA;Nordeste;14016906;417;M;257;Governamental Educacao;Conselheiro Titular;01/jan/15;31/dez/18;69;Mais de 60 anos;4;Nível Superior;;;Nível Superior;;;;Representante do Governo;;;;;;;1,00;;3,00;4,00;2,00;8,00;2,00;1,00;2,00;2,00;1,00;1,00;3,00;5,00;17
29;BA;Nordeste;14016906;417;F;258;Governamental Outras areas;Conselheiro Suplente;02/jul/15;31/dez/18;55;51 a 60 anos;3;Nível Superior;;;Nível Superior;;;;Representante do Governo;;;;;;;;1,00;3,00;4,00;2,00;8,00;2,00;1,00;2,00;2,00;1,00;1,00;3,00;5,00;17
29;BA;Nordeste;14016906;417;M;256;Sociedade Civil - dos usuarios;Conselheiro Titular;21/out/16;21/out/18;51;51 a 60 anos;2;Nível Médio;;Nível Médio;;Representante de usuários e organização de usuários;;;;1,00;;;;;;;;3,00;4,00;2,00;8,00;2,00;1,00;2,00;2,00;1,00;1,00;3,00;5,00;17
29;BA;Nordeste;14016906;417;M;257;Governamental Saude;Conselheiro Titular;01/jan/15;31/dez/18;50;41 a 50 anos;4;Nível Superior;;;Nível Superior;;;;Representante do Governo;;;;;;;1,00;;3,00;4,00;2,00;8,00;2,00;1,00;2,00;2,00;1,00;1,00;3,00;5,00;17
29;BA;Nordeste;14016906;417;F;255;Sociedade Civil - organizacoes dos usuarios;Conselheiro Suplente;21/out/16;21/out/18;52;51 a 60 anos;2;Nível Médio;;Nível Médio;;Representante de usuários e organização de usuários;;;;;1,00;;;;;;;3,00;4,00;2,00;8,00;2,00;1,00;2,00;2,00;1,00;1,00;3,00;5,00;17
29;BA;Nordeste;14016906;417;F;257;Governamental Saude;Conselheiro Suplente;01/jan/15;31/dez/18;49;41 a 50 anos;4;Nível Superior;;;Nível Superior;;;;Representante do Governo;;;;;;;;1,00;3,00;4,00;2,00;8,00;2,00;1,00;2,00;2,00;1,00;1,00;3,00;5,00;17
29;BA;Nordeste;14016906;417;F;258;Sociedade Civil - das entidade e Organizacoes de Ass. Social;Conselheiro Titular;13/mar/17;21/out/18;46;41 a 50 anos;2;Nível Superior;;;Nível Superior;;Representante de Entidades de Assistência Social;;;;;1,00;;;;;;3,00;4,00;2,00;8,00;2,00;1,00;2,00;2,00;1,00;1,00;3,00;5,00;17
29;BA;Nordeste;14016906;417;F;257;Sociedade Civil - organizacoes dos trabalhadores;Conselheiro Suplente;21/out/16;21/out/18;44;41 a 50 anos;2;Nível Superior;;;Nível Superior;;;Representante de organização dos trabalhadores;;;;;;;1,00;;;3,00;4,00;2,00;8,00;2,00;1,00;2,00;2,00;1,00;1,00;3,00;5,00;17
29;BA;Nordeste;14016906;417;F;258;Governamental Educacao;Conselheiro Suplente;24/mai/16;31/dez/18;37;30 a 40 anos;3;Nível Superior;;;Nível Superior;;;;Representante do Governo;;;;;;;;1,00;3,00;4,00;2,00;8,00;2,00;1,00;2,00;2,00;1,00;1,00;3,00;5,00;17
29;BA;Nordeste;14016906;417;F;255;Sociedade Civil - das entidade e Organizacoes de Ass. Social;Conselheiro Titular;21/out/16;21/out/18;82;Mais de 60 anos;2;Nível Médio;;Nível Médio;;;Representante de Entidades de Assistência Social;;;;;1,00;;;;;;3,00;4,00;2,00;8,00;2,00;1,00;2,00;2,00;1,00;1,00;3,00;5,00;17
29;BA;Nordeste;14016906;417;M;255;Sociedade Civil - organizacoes dos usuarios;Vice-Presidente;06/mai/14;21/out/18;38;30 a 40 anos;4;Nível Médio;;Nível Médio;;Representante de usuários e organização de usuários;;;;1,00;;;;;;;;3,00;4,00;2,00;8,00;2,00;1,00;2,00;2,00;1,00;1,00;3,00;5,00;17
29;BA;Nordeste;14016906;417;M;257;Sociedade Civil - das entidade e Organizacoes de Ass. Social;Conselheiro Suplente;21/out/16;21/out/18;38;30 a 40 anos;2;Nível Superior;;;Nível Superior;;Representante de Entidades de Assistência Social;;;;;;1,00;;;;;3,00;4,00;2,00;8,00;2,00;1,00;2,00;2,00;1,00;1,00;3,00;5,00;17
31;MG;Sudeste;19597330;853;M;257;Governamental Outras areas;Conselheiro Suplente;16/set/16;15/dez/17;36;30 a 40 anos;1;Nível Superior;;;Nível Superior;;;;Representante do Governo;;;;;;;;1,00;6,00;8,00;6,00;16,00;3,00;3,00;4,00;4,00;3,00;3,00;8,00;8,00;36
31;MG;Sudeste;19597330;853;M;257;Sociedade Civil - das entidade e Organizacoes de Ass. Social;Conselheiro Titular;10/nov/15;15/dez/17;40;30 a 40 anos;2;Nível Superior;;;Nível Superior;;Representante de Entidades de Assistência Social;;;;;1,00;;;;;;6,00;8,00;6,00;16,00;3,00;3,00;4,00;4,00;3,00;3,00;8,00;8,00;36
31;MG;Sudeste;19597330;853;M;257;Sociedade Civil - organizacoes dos trabalhadores;Conselheiro Suplente;15/jul/16;15/dez/17;38;30 a 40 anos;1;Nível Superior;;;Nível Superior;;;Representante de organização dos trabalhadores;;;;;;;1,00;;;6,00;8,00;6,00;16,00;3,00;3,00;4,00;4,00;3,00;3,00;8,00;8,00;36
31;MG;Sudeste;19597330;853;F;258;Governamental Outras areas;Conselheiro Titular;21/jul/17;21/jul/19;38;30 a 40 anos;2;Nível Superior;;;Nível Superior;;;;Representante do Governo;;;;;;;1,00;;6,00;8,00;6,00;16,00;3,00;3,00;4,00;4,00;3,00;3,00;8,00;8,00;36
31;MG;Sudeste;19597330;853;F;257;Sociedade Civil - das entidade e Organizacoes de Ass. Social;Conselheiro Suplente;19/ago/16;15/dez/17;36;30 a 40 anos;1;Nível Superior;;;Nível Superior;;Representante de Entidades de Assistência Social;;;;;;1,00;;;;;6,00;8,00;6,00;16,00;3,00;3,00;4,00;4,00;3,00;3,00;8,00;8,00;36
31;MG;Sudeste;19597330;853;F;258;Governamental Outras areas;Conselheiro Suplente;21/jul/17;21/jul/19;35;30 a 40 anos;2;Nível Superior;;;Nível Superior;;;;Representante do Governo;;;;;;;;1,00;6,00;8,00;6,00;16,00;3,00;3,00;4,00;4,00;3,00;3,00;8,00;8,00;36
31;MG;Sudeste;19597330;853;M;255;Sociedade Civil - das entidade e Organizacoes de Ass. Social;Conselheiro Suplente;16/dez/16;15/dez/17;37;30 a 40 anos;1;Nível Médio;;Nível Médio;;;Representante de Entidades de Assistência Social;;;;;;1,00;;;;;6,00;8,00;6,00;16,00;3,00;3,00;4,00;4,00;3,00;3,00;8,00;8,00;36
31;MG;Sudeste;19597330;853;F;257;Sociedade Civil - dos usuarios;Conselheiro Titular;10/nov/15;15/dez/17;34;30 a 40 anos;2;Nível Superior;;;Nível Superior;Representante de usuários e organização de usuários;;;;1,00;;;;;;;;6,00;8,00;6,00;16,00;3,00;3,00;4,00;4,00;3,00;3,00;8,00;8,00;36
31;MG;Sudeste;19597330;853;F;258;Sociedade Civil - das entidade e Organizacoes de Ass. Social;Conselheiro Titular;10/nov/15;15/dez/17;33;30 a 40 anos;2;Nível Superior;;;Nível Superior;;Representante de Entidades de Assistência Social;;;;;1,00;;;;;;6,00;8,00;6,00;16,00;3,00;3,00;4,00;4,00;3,00;3,00;8,00;8,00;36
31;MG;Sudeste;19597330;853;F;258;Governamental Outras areas;Conselheiro Suplente;19/fev/16;15/dez/17;31;30 a 40 anos;2;Nível Superior;;;Nível Superior;;;;Representante do Governo;;;;;;;;1,00;6,00;8,00;6,00;16,00;3,00;3,00;4,00;4,00;3,00;3,00;8,00;8,00;36
31;MG;Sudeste;19597330;853;F;258;Governamental Outras areas;Conselheiro Suplente;20/out/17;20/out/19;49;41 a 50 anos;2;Nível Superior;;;Nível Superior;;;;Representante do Governo;;;;;;;;1,00;6,00;8,00;6,00;16,00;3,00;3,00;4,00;4,00;3,00;3,00;8,00;8,00;36
31;MG;Sudeste;19597330;853;M;257;Governamental Educacao;Conselheiro Suplente;20/mai/17;20/mai/19;30;30 a 40 anos;2;Nível Superior;;;Nível Superior;;;;Representante do Governo;;;;;;;;1,00;6,00;8,00;6,00;16,00;3,00;3,00;4,00;4,00;3,00;3,00;8,00;8,00;36
31;MG;Sudeste;19597330;853;F;257;Sociedade Civil - organizacoes dos trabalhadores;Conselheiro Titular;16/set/16;15/dez/17;29;18 a 29 anos;1;Nível Superior;;;Nível Superior;;;Representante de organização dos trabalhadores;;;;;;1,00;;;;6,00;8,00;6,00;16,00;3,00;3,00;4,00;4,00;3,00;3,00;8,00;8,00;36
31;MG;Sudeste;19597330;853;F;258;Sociedade Civil - das entidade e Organizacoes de Ass. Social;Vice-Presidente;10/nov/15;15/dez/17;31;30 a 40 anos;2;Nível Superior;;;Nível Superior;;Representante de Entidades de Assistência Social;;;;;1,00;;;;;;6,00;8,00;6,00;16,00;3,00;3,00;4,00;4,00;3,00;3,00;8,00;8,00;36
31;MG;Sudeste;19597330;853;M;258;Sociedade Civil - organizacoes dos trabalhadores;Conselheiro Titular;21/jul/17;15/dez/17;37;30 a 40 anos;0;Nível Superior;;;Nível Superior;;;Representante de organização dos trabalhadores;;;;;;1,00;;;;6,00;8,00;6,00;16,00;3,00;3,00;4,00;4,00;3,00;3,00;8,00;8,00;36
31;MG;Sudeste;19597330;853;F;257;Sociedade Civil - organizacoes dos trabalhadores;Conselheiro Suplente;10/nov/15;15/dez/17;28;18 a 29 anos;2;Nível Superior;;;Nível Superior;;;Representante de organização dos trabalhadores;;;;;;;1,00;;;6,00;8,00;6,00;16,00;3,00;3,00;4,00;4,00;3,00;3,00;8,00;8,00;36
31;MG;Sudeste;19597330;853;M;253;Sociedade Civil - dos usuarios;Conselheiro Suplente;16/set/16;15/dez/17;28;18 a 29 anos;1;Nível fundamental;Nível fundamental;;;Representante de usuários e organização de usuários;;;;;1,00;;;;;;;6,00;8,00;6,00;16,00;3,00;3,00;4,00;4,00;3,00;3,00;8,00;8,00;36
31;MG;Sudeste;19597330;853;M;255;Sociedade Civil - dos usuarios;Conselheiro Suplente;15/jul/16;15/dez/17;24;18 a 29 anos;1;Nível Médio;;Nível Médio;;Representante de usuários e organização de usuários;;;;;1,00;;;;;;;6,00;8,00;6,00;16,00;3,00;3,00;4,00;4,00;3,00;3,00;8,00;8,00;36
31;MG;Sudeste;19597330;853;F;255;Sociedade Civil - dos usuarios;Conselheiro Titular;10/nov/15;15/dez/17;;;2;Nível Médio;;Nível Médio;;Representante de usuários e organização de usuários;;;;1,00;;;;;;;;6,00;8,00;6,00;16,00;3,00;3,00;4,00;4,00;3,00;3,00;8,00;8,00;36
31;MG;Sudeste;19597330;853;M;255;Sociedade Civil - dos usuarios;Conselheiro Titular;10/nov/15;15/dez/17;65;Mais de 60 anos;2;Nível Médio;;Nível Médio;;Representante de usuários e organização de usuários;;;;1,00;;;;;;;;6,00;8,00;6,00;16,00;3,00;3,00;4,00;4,00;3,00;3,00;8,00;8,00;36
31;MG;Sudeste;19597330;853;F;258;Governamental Saude;Conselheiro Titular;21/jul/17;21/jul/19;64;Mais de 60 anos;2;Nível Superior;;;Nível Superior;;;;Representante do Governo;;;;;;;1,00;;6,00;8,00;6,00;16,00;3,00;3,00;4,00;4,00;3,00;3,00;8,00;8,00;36
31;MG;Sudeste;19597330;853;F;257;Governamental Assistencia Social;Conselheiro Titular;10/nov/15;15/dez/17;34;30 a 40 anos;2;Nível Superior;;;Nível Superior;;;;Representante do Governo;;;;;;;1,00;;6,00;8,00;6,00;16,00;3,00;3,00;4,00;4,00;3,00;3,00;8,00;8,00;36
31;MG;Sudeste;19597330;853;F;254;Sociedade Civil - dos usuarios;Conselheiro Suplente;21/jul/17;15/dez/17;58;51 a 60 anos;0;Nível Médio;;Nível Médio;;Representante de usuários e organização de usuários;;;;;1,00;;;;;;;6,00;8,00;6,00;16,00;3,00;3,00;4,00;4,00;3,00;3,00;8,00;8,00;36
31;MG;Sudeste;19597330;853;M;258;Sociedade Civil - organizacoes dos trabalhadores;Conselheiro Titular;10/nov/15;15/dez/17;56;51 a 60 anos;2;Nível Superior;;;Nível Superior;;;Representante de organização dos trabalhadores;;;;;;1,00;;;;6,00;8,00;6,00;16,00;3,00;3,00;4,00;4,00;3,00;3,00;8,00;8,00;36
31;MG;Sudeste;19597330;853;F;257;Governamental Assistencia Social;Conselheiro Suplente;10/nov/15;15/dez/17;57;51 a 60 anos;2;Nível Superior;;;Nível Superior;;;;Representante do Governo;;;;;;;;1,00;6,00;8,00;6,00;16,00;3,00;3,00;4,00;4,00;3,00;3,00;8,00;8,00;36
31;MG;Sudeste;19597330;853;F;258;Governamental Assistencia Social;Conselheiro Suplente;19/mai/17;19/mai/19;53;51 a 60 anos;2;Nível Superior;;;Nível Superior;;;;Representante do Governo;;;;;;;;1,00;6,00;8,00;6,00;16,00;3,00;3,00;4,00;4,00;3,00;3,00;8,00;8,00;36
31;MG;Sudeste;19597330;853;F;257;Sociedade Civil - das entidade e Organizacoes de Ass. Social;Conselheiro Suplente;16/dez/16;15/dez/17;58;51 a 60 anos;1;Nível Superior;;;Nível Superior;;Representante de Entidades de Assistência Social;;;;;;1,00;;;;;6,00;8,00;6,00;16,00;3,00;3,00;4,00;4,00;3,00;3,00;8,00;8,00;36
31;MG;Sudeste;19597330;853;F;258;Sociedade Civil - organizacoes dos trabalhadores;Conselheiro Suplente;16/mar/16;15/dez/17;54;51 a 60 anos;2;Nível Superior;;;Nível Superior;;;Representante de organização dos trabalhadores;;;;;;;1,00;;;6,00;8,00;6,00;16,00;3,00;3,00;4,00;4,00;3,00;3,00;8,00;8,00;36
31;MG;Sudeste;19597330;853;F;257;Governamental Educacao;Conselheiro Titular;19/jun/17;23/jun/19;55;51 a 60 anos;2;Nível Superior;;;Nível Superior;;;;Representante do Governo;;;;;;;1,00;;6,00;8,00;6,00;16,00;3,00;3,00;4,00;4,00;3,00;3,00;8,00;8,00;36
31;MG;Sudeste;19597330;853;F;257;Sociedade Civil - das entidade e Organizacoes de Ass. Social;Conselheiro Titular;16/dez/16;15/dez/17;51;51 a 60 anos;1;Nível Superior;;;Nível Superior;;Representante de Entidades de Assistência Social;;;;;1,00;;;;;;6,00;8,00;6,00;16,00;3,00;3,00;4,00;4,00;3,00;3,00;8,00;8,00;36
31;MG;Sudeste;19597330;853;F;260;Governamental Assistencia Social;Conselheiro Titular;12/fev/17;12/fev/19;57;51 a 60 anos;2;Nível Superior;;;Nível Superior;;;;Representante do Governo;;;;;;;1,00;;6,00;8,00;6,00;16,00;3,00;3,00;4,00;4,00;3,00;3,00;8,00;8,00;36
31;MG;Sudeste;19597330;853;F;257;Governamental Assistencia Social;Conselheiro Suplente;19/jun/15;23/jun/19;55;51 a 60 anos;4;Nível Superior;;;Nível Superior;;;;Representante do Governo;;;;;;;;1,00;6,00;8,00;6,00;16,00;3,00;3,00;4,00;4,00;3,00;3,00;8,00;8,00;36
31;MG;Sudeste;19597330;853;F;257;Governamental Assistencia Social;Conselheiro(a) Presidente;03/mar/17;03/mar/19;55;51 a 60 anos;2;Nível Superior;;;Nível Superior;;;;Representante do Governo;;;;;;;1,00;;6,00;8,00;6,00;16,00;3,00;3,00;4,00;4,00;3,00;3,00;8,00;8,00;36
31;MG;Sudeste;19597330;853;M;257;Governamental Outras areas;Conselheiro Titular;21/jul/17;21/jul/19;47;41 a 50 anos;2;Nível Superior;;;Nível Superior;;;;Representante do Governo;;;;;;;1,00;;6,00;8,00;6,00;16,00;3,00;3,00;4,00;4,00;3,00;3,00;8,00;8,00;36
31;MG;Sudeste;19597330;853;F;258;Sociedade Civil - das entidade e Organizacoes de Ass. Social;Conselheiro Suplente;16/dez/16;15/dez/17;45;41 a 50 anos;1;Nível Superior;;;Nível Superior;;Representante de Entidades de Assistência Social;;;;;;1,00;;;;;6,00;8,00;6,00;16,00;3,00;3,00;4,00;4,00;3,00;3,00;8,00;8,00;36
31;MG;Sudeste;19597330;853;M;257;Governamental Outras areas;Conselheiro Titular;16/mai/17;16/mai/19;40;30 a 40 anos;2;Nível Superior;;;Nível Superior;;;;Representante do Governo;;;;;;;1,00;;6,00;8,00;6,00;16,00;3,00;3,00;4,00;4,00;3,00;3,00;8,00;8,00;36
32;ES;Sudeste;3514952;78;F;258;Governamental Outras areas;Conselheiro Suplente;03/dez/15;03/dez/17;47;41 a 50 anos;2;Nível Superior;;;Nível Superior;;;;Representante do Governo;;;;;;;;1,00;6,00;4,00;5,00;12,00;3,00;3,00;1,00;3,00;2,00;3,00;6,00;6,00;27
32;ES;Sudeste;3514952;78;F;260;Sociedade Civil - das entidade e Organizacoes de Ass. Social;Conselheiro Titular;03/dez/15;03/dez/17;47;41 a 50 anos;2;Nível Superior;;;Nível Superior;;Representante de Entidades de Assistência Social;;;;;1,00;;;;;;6,00;4,00;5,00;12,00;3,00;3,00;1,00;3,00;2,00;3,00;6,00;6,00;27
32;ES;Sudeste;3514952;78;F;258;Governamental Outras areas;Conselheiro Titular;03/mai/16;03/dez/17;42;41 a 50 anos;2;Nível Superior;;;Nível Superior;;;;Representante do Governo;;;;;;;1,00;;6,00;4,00;5,00;12,00;3,00;3,00;1,00;3,00;2,00;3,00;6,00;6,00;27
32;ES;Sudeste;3514952;78;F;257;Governamental Saude;Conselheiro Suplente;03/dez/15;03/dez/17;41;41 a 50 anos;2;Nível Superior;;;Nível Superior;;;;Representante do Governo;;;;;;;;1,00;6,00;4,00;5,00;12,00;3,00;3,00;1,00;3,00;2,00;3,00;6,00;6,00;27
32;ES;Sudeste;3514952;78;F;260;Sociedade Civil - organizacoes dos trabalhadores;Conselheiro Titular;04/mai/16;03/dez/17;42;41 a 50 anos;2;Nível Superior;;;Nível Superior;;;Representante de organização dos trabalhadores;;;;;;1,00;;;;6,00;4,00;5,00;12,00;3,00;3,00;1,00;3,00;2,00;3,00;6,00;6,00;27
32;ES;Sudeste;3514952;78;F;258;Governamental Assistencia Social;Conselheiro Suplente;03/dez/15;03/dez/17;38;30 a 40 anos;2;Nível Superior;;;Nível Superior;;;;Representante do Governo;;;;;;;;1,00;6,00;4,00;5,00;12,00;3,00;3,00;1,00;3,00;2,00;3,00;6,00;6,00;27
32;ES;Sudeste;3514952;78;F;257;Governamental Assistencia Social;Conselheiro Suplente;12/jan/15;03/dez/17;37;30 a 40 anos;3;Nível Superior;;;Nível Superior;;;;Representante do Governo;;;;;;;;1,00;6,00;4,00;5,00;12,00;3,00;3,00;1,00;3,00;2,00;3,00;6,00;6,00;27
32;ES;Sudeste;3514952;78;M;257;Sociedade Civil - das entidade e Organizacoes de Ass. Social;Conselheiro Suplente;03/dez/15;03/dez/17;38;30 a 40 anos;2;Nível Superior;;;Nível Superior;;Representante de Entidades de Assistência Social;;;;;;1,00;;;;;6,00;4,00;5,00;12,00;3,00;3,00;1,00;3,00;2,00;3,00;6,00;6,00;27
32;ES;Sudeste;3514952;78;F;257;Governamental Outras areas;Conselheiro Titular;03/mai/16;03/dez/17;36;30 a 40 anos;2;Nível Superior;;;Nível Superior;;;;Representante do Governo;;;;;;;1,00;;6,00;4,00;5,00;12,00;3,00;3,00;1,00;3,00;2,00;3,00;6,00;6,00;27
