UF;UF;Região;Pop_Total2010;Quant_municipios;q53_2;q53_3;q53_4;q53_5;q53_6;q53_7;q53_8;q53_9;REPRESENTAÇÃO;D53_2;D53_2_categoria;D53_4;D53_4bin1;D53_4bin2;D53_4bin3;D53_5bin1;D53_5bin2;D53_5bin3;D53_5bin4;D53_5bin1_TIT;D53_5bin1_SUPL;D53_5bin2_TIT;D53_5bin2_SUPL;D53_5bin3_TIT;D53_5bin3_SUPL;D53_5bin4_TIT;D53_5bin4_SUPL;D53_5bin1_sum;D53_5bin2_sum;D53_5bin3_sum;D53_5bin4_sum;D53_5bin1_TIT_sum;D53_5bin1_SUPL_sum;D53_5bin2_TIT_sum;D53_5bin2_SUPL_sum;D53_5bin3_TIT_sum;D53_5bin3_SUPL_sum;D53_5bin4_TIT_sum;D53_5bin4_SUPL_sum;nu_conselheiros
32;ES;Sudeste;3514952;78;03/09/1975;F;Superior Completo;Governamental  Saúde;Conselheiro Suplente;Servidor Estatutário;03/12/2015;03/12/2017;3;41;De 40 a 49 anos;Nível Superior;;;Nível Superior;;;;Representante do Governo;;;;;;;;1,00;6,00;7,00;6,00;18,00;4,00;2,00;3,00;4,00;3,00;3,00;11,00;7,00;37
32;ES;Sudeste;3514952;78;23/08/1975;F;Mestrado;Sociedade Civil  organizações dos trabalhadores;Conselheiro Titular;Voluntário;04/05/2016;03/12/2017;7;41;De 40 a 49 anos;Nível Superior;;;Nível Superior;;;Representante de organização dos trabalhadores;;;;;;1,00;;;;6,00;7,00;6,00;18,00;4,00;2,00;3,00;4,00;3,00;3,00;11,00;7,00;37
32;ES;Sudeste;3514952;78;09/08/1979;F;Especialização;Governamental  Outras áreas;Conselheiro Titular;Servidor Estatutário;20/05/2016;03/12/2017;4;37;De 30 a 39 anos;Nível Superior;;;Nível Superior;;;;Representante do Governo;;;;;;;1,00;;6,00;7,00;6,00;18,00;4,00;2,00;3,00;4,00;3,00;3,00;11,00;7,00;37
32;ES;Sudeste;3514952;78;07/04/1979;F;Especialização;Governamental  Assistência Social;Conselheiro Suplente;Servidor Estatutário;03/12/2015;03/12/2017;1;37;De 30 a 39 anos;Nível Superior;;;Nível Superior;;;;Representante do Governo;;;;;;;;1,00;6,00;7,00;6,00;18,00;4,00;2,00;3,00;4,00;3,00;3,00;11,00;7,00;37
32;ES;Sudeste;3514952;78;23/11/1979;F;Superior Completo;Governamental  Assistência Social;Conselheiro Suplente;Comissionado;12/01/2015;03/12/2017;1;37;De 30 a 39 anos;Nível Superior;;;Nível Superior;;;;Representante do Governo;;;;;;;;1,00;6,00;7,00;6,00;18,00;4,00;2,00;3,00;4,00;3,00;3,00;11,00;7,00;37
32;ES;Sudeste;3514952;78;01/01/1978;F;Superior Completo;Governamental  Assistência Social;Conselheiro Suplente;Comissionado;03/12/2015;03/12/2017;1;38;De 30 a 39 anos;Nível Superior;;;Nível Superior;;;;Representante do Governo;;;;;;;;1,00;6,00;7,00;6,00;18,00;4,00;2,00;3,00;4,00;3,00;3,00;11,00;7,00;37
32;ES;Sudeste;3514952;78;12/01/1979;M;Superior Completo;Sociedade Civil  das entidade e Organizações de Ass Social;Conselheiro Suplente;Empregado Público Celetista  CLT;03/12/2015;03/12/2017;5;37;De 30 a 39 anos;Nível Superior;;;Nível Superior;;Representante de Entidades de Assistência Social;;;;;;1,00;;;;;6,00;7,00;6,00;18,00;4,00;2,00;3,00;4,00;3,00;3,00;11,00;7,00;37
32;ES;Sudeste;3514952;78;13/02/1979;F;Superior Completo;Governamental  Assistência Social;Conselheiro Titular;Comissionado;03/08/2016;03/12/2017;1;37;De 30 a 39 anos;Nível Superior;;;Nível Superior;;;;Representante do Governo;;;;;;;1,00;;6,00;7,00;6,00;18,00;4,00;2,00;3,00;4,00;3,00;3,00;11,00;7,00;37
32;ES;Sudeste;3514952;78;10/08/1981;F;Superior Completo;Governamental  Assistência Social;Conselheiro Titular;Comissionado;03/12/2015;03/12/2017;1;35;De 30 a 39 anos;Nível Superior;;;Nível Superior;;;;Representante do Governo;;;;;;;1,00;;6,00;7,00;6,00;18,00;4,00;2,00;3,00;4,00;3,00;3,00;11,00;7,00;37
32;ES;Sudeste;3514952;78;14/04/1983;F;Superior Completo;Sociedade Civil  das entidade e Organizações de Ass Social;Conselheiro Titular;Empregado Público Celetista  CLT;28/03/2016;03/12/2017;5;33;De 30 a 39 anos;Nível Superior;;;Nível Superior;;Representante de Entidades de Assistência Social;;;;;1,00;;;;;;6,00;7,00;6,00;18,00;4,00;2,00;3,00;4,00;3,00;3,00;11,00;7,00;37
32;ES;Sudeste;3514952;78;09/11/1981;F;Mestrado;Sociedade Civil  dos usuários;Conselheiro Suplente;Empregado Público Celetista  CLT;03/12/2015;03/12/2017;6;35;De 30 a 39 anos;Nível Superior;;;Nível Superior;Representante de usuários e organização de usuários;;;;;1,00;;;;;;;6,00;7,00;6,00;18,00;4,00;2,00;3,00;4,00;3,00;3,00;11,00;7,00;37
32;ES;Sudeste;3514952;78;04/04/1983;F;Mestrado;Governamental  Assistência Social;Conselheiro Suplente;Servidor Estatutário;17/06/2016;03/12/2017;1;33;De 30 a 39 anos;Nível Superior;;;Nível Superior;;;;Representante do Governo;;;;;;;;1,00;6,00;7,00;6,00;18,00;4,00;2,00;3,00;4,00;3,00;3,00;11,00;7,00;37
32;ES;Sudeste;3514952;78;26/01/1984;F;Especialização;Sociedade Civil  das entidade e Organizações de Ass Social;Conselheiro Suplente;Empregado Público Celetista  CLT;03/12/2015;03/12/2017;5;32;De 30 a 39 anos;Nível Superior;;;Nível Superior;;Representante de Entidades de Assistência Social;;;;;;1,00;;;;;6,00;7,00;6,00;18,00;4,00;2,00;3,00;4,00;3,00;3,00;11,00;7,00;37
32;ES;Sudeste;3514952;78;30/10/1986;F;Mestrado;Sociedade Civil  organizações dos trabalhadores;Conselheiro Titular;Trabalhador de empresa Cooperativa Entidade Prestadora de Serviço;03/12/2015;03/12/2017;7;30;De 30 a 39 anos;Nível Superior;;;Nível Superior;;;Representante de organização dos trabalhadores;;;;;;1,00;;;;6,00;7,00;6,00;18,00;4,00;2,00;3,00;4,00;3,00;3,00;11,00;7,00;37
32;ES;Sudeste;3514952;78;20/07/1957;M;Médio Completo;Sociedade Civil  dos usuários;Conselheiro Titular;Trabalhador de empresa Cooperativa Entidade Prestadora de Serviço;03/12/2015;03/12/2017;6;59;50 anos ou mais;Nível Médio;;Nível Médio;;Representante de usuários e organização de usuários;;;;1,00;;;;;;;;6,00;7,00;6,00;18,00;4,00;2,00;3,00;4,00;3,00;3,00;11,00;7,00;37
32;ES;Sudeste;3514952;78;06/10/1932;F;Médio Completo;Sociedade Civil  das entidade e Organizações de Ass Social;Conselheiro Suplente;Trabalhador de empresa Cooperativa Entidade Prestadora de Serviço;17/03/2016;03/12/2017;5;84;50 anos ou mais;Nível Médio;;Nível Médio;;;Representante de Entidades de Assistência Social;;;;;;1,00;;;;;6,00;7,00;6,00;18,00;4,00;2,00;3,00;4,00;3,00;3,00;11,00;7,00;37
32;ES;Sudeste;3514952;78;16/04/1989;F;Superior Completo;Sociedade Civil  organizações dos trabalhadores;Conselheiro Titular;Servidor Temporário;15/06/2016;03/12/2017;7;27;Até 29 anos;Nível Superior;;;Nível Superior;;;Representante de organização dos trabalhadores;;;;;;1,00;;;;6,00;7,00;6,00;18,00;4,00;2,00;3,00;4,00;3,00;3,00;11,00;7,00;37
32;ES;Sudeste;3514952;78;05/08/1987;F;Especialização;Sociedade Civil  organizações dos trabalhadores;Conselheiro Suplente;Voluntário;09/06/2016;03/12/2017;7;29;Até 29 anos;Nível Superior;;;Nível Superior;;;Representante de organização dos trabalhadores;;;;;;;1,00;;;6,00;7,00;6,00;18,00;4,00;2,00;3,00;4,00;3,00;3,00;11,00;7,00;37
32;ES;Sudeste;3514952;78;01/04/1954;F;Superior Completo;Sociedade Civil  das entidade e Organizações de Ass Social;Conselheiro Titular;Trabalhador de empresa Cooperativa Entidade Prestadora de Serviço;03/12/2015;03/12/2017;5;62;50 anos ou mais;Nível Superior;;;Nível Superior;;Representante de Entidades de Assistência Social;;;;;1,00;;;;;;6,00;7,00;6,00;18,00;4,00;2,00;3,00;4,00;3,00;3,00;11,00;7,00;37
32;ES;Sudeste;3514952;78;08/06/1950;F;Superior Completo;Sociedade Civil  organizações dos usuários;Conselheiro Titular;Sem vínculo;03/12/2015;03/12/2017;8;66;50 anos ou mais;Nível Superior;;;Nível Superior;Representante de usuários e organização de usuários;;;;1,00;;;;;;;;6,00;7,00;6,00;18,00;4,00;2,00;3,00;4,00;3,00;3,00;11,00;7,00;37
32;ES;Sudeste;3514952;78;14/11/1953;F;Médio Completo;Governamental  Outras áreas;Conselheiro Titular;Comissionado;03/12/2015;03/12/2017;4;63;50 anos ou mais;Nível Médio;;Nível Médio;;;;;Representante do Governo;;;;;;;1,00;;6,00;7,00;6,00;18,00;4,00;2,00;3,00;4,00;3,00;3,00;11,00;7,00;37
32;ES;Sudeste;3514952;78;10/02/1958;F;Superior Completo;Sociedade Civil  organizações dos trabalhadores;Conselheiro Suplente;Empregado Público Celetista  CLT;03/12/2015;03/12/2017;7;58;50 anos ou mais;Nível Superior;;;Nível Superior;;;Representante de organização dos trabalhadores;;;;;;;1,00;;;6,00;7,00;6,00;18,00;4,00;2,00;3,00;4,00;3,00;3,00;11,00;7,00;37
32;ES;Sudeste;3514952;78;30/12/1954;F;Superior Completo;Governamental  Assistência Social;Conselheiro Titular;Sem vínculo;03/12/2015;03/12/2017;1;62;50 anos ou mais;Nível Superior;;;Nível Superior;;;;Representante do Governo;;;;;;;1,00;;6,00;7,00;6,00;18,00;4,00;2,00;3,00;4,00;3,00;3,00;11,00;7,00;37
32;ES;Sudeste;3514952;78;25/11/1966;M;Superior Completo;Governamental  Educação;Conselheiro Titular;Servidor Estatutário;03/12/2015;03/12/2017;2;50;50 anos ou mais;Nível Superior;;;Nível Superior;;;;Representante do Governo;;;;;;;1,00;;6,00;7,00;6,00;18,00;4,00;2,00;3,00;4,00;3,00;3,00;11,00;7,00;37
32;ES;Sudeste;3514952;78;16/09/1944;F;Médio Completo;Sociedade Civil  dos usuários;Conselheiro Suplente;Outro vínculo não permanente;03/12/2015;03/12/2017;6;72;50 anos ou mais;Nível Médio;;Nível Médio;;Representante de usuários e organização de usuários;;;;;1,00;;;;;;;6,00;7,00;6,00;18,00;4,00;2,00;3,00;4,00;3,00;3,00;11,00;7,00;37
32;ES;Sudeste;3514952;78;18/06/1958;F;Superior Completo;Sociedade Civil  organizações dos trabalhadores;Conselheiro Suplente;Empregado Público Celetista  CLT;05/05/2016;03/12/2017;7;58;50 anos ou mais;Nível Superior;;;Nível Superior;;;Representante de organização dos trabalhadores;;;;;;;1,00;;;6,00;7,00;6,00;18,00;4,00;2,00;3,00;4,00;3,00;3,00;11,00;7,00;37
32;ES;Sudeste;3514952;78;25/08/1960;F;Especialização;Governamental  Assistência Social;Conselheiro Titular;Comissionado;03/12/2015;03/12/2017;1;56;50 anos ou mais;Nível Superior;;;Nível Superior;;;;Representante do Governo;;;;;;;1,00;;6,00;7,00;6,00;18,00;4,00;2,00;3,00;4,00;3,00;3,00;11,00;7,00;37
32;ES;Sudeste;3514952;78;23/02/1962;F;Especialização;Governamental  Assistência Social;Conselheiro Titular;Comissionado;03/12/2015;03/12/2017;1;54;50 anos ou mais;Nível Superior;;;Nível Superior;;;;Representante do Governo;;;;;;;1,00;;6,00;7,00;6,00;18,00;4,00;2,00;3,00;4,00;3,00;3,00;11,00;7,00;37
32;ES;Sudeste;3514952;78;20/08/1962;F;Superior Completo;Governamental  Saúde;Conselheiro Titular;Servidor Estatutário;03/12/2015;03/12/2017;3;54;50 anos ou mais;Nível Superior;;;Nível Superior;;;;Representante do Governo;;;;;;;1,00;;6,00;7,00;6,00;18,00;4,00;2,00;3,00;4,00;3,00;3,00;11,00;7,00;37
32;ES;Sudeste;3514952;78;30/10/1962;F;Superior Completo;Governamental  Outras áreas;Conselheiro Titular;Servidor Estatutário;03/12/2015;03/12/2017;4;54;50 anos ou mais;Nível Superior;;;Nível Superior;;;;Representante do Governo;;;;;;;1,00;;6,00;7,00;6,00;18,00;4,00;2,00;3,00;4,00;3,00;3,00;11,00;7,00;37
32;ES;Sudeste;3514952;78;16/02/1962;F;Especialização;Sociedade Civil  dos usuários;Conselheiro Titular;Trabalhador de empresa Cooperativa Entidade Prestadora de Serviço;03/12/2015;03/12/2017;6;54;50 anos ou mais;Nível Superior;;;Nível Superior;Representante de usuários e organização de usuários;;;;1,00;;;;;;;;6,00;7,00;6,00;18,00;4,00;2,00;3,00;4,00;3,00;3,00;11,00;7,00;37
32;ES;Sudeste;3514952;78;31/08/1966;F;Especialização;Sociedade Civil  organizações dos usuários;Conselheiro Titular;Trabalhador de empresa Cooperativa Entidade Prestadora de Serviço;13/06/2016;03/12/2017;8;50;50 anos ou mais;Nível Superior;;;Nível Superior;Representante de usuários e organização de usuários;;;;1,00;;;;;;;;6,00;7,00;6,00;18,00;4,00;2,00;3,00;4,00;3,00;3,00;11,00;7,00;37
32;ES;Sudeste;3514952;78;28/10/1969;F;Especialização;Governamental  Assistência Social;Conselheiro Presidente;Comissionado;03/12/2015;03/12/2017;1;47;De 40 a 49 anos;Nível Superior;;;Nível Superior;;;;Representante do Governo;;;;;;;1,00;;6,00;7,00;6,00;18,00;4,00;2,00;3,00;4,00;3,00;3,00;11,00;7,00;37
32;ES;Sudeste;3514952;78;23/07/1967;F;Superior Completo;Sociedade Civil  das entidade e Organizações de Ass Social;Conselheiro Suplente;Terceirizado;03/12/2015;03/12/2017;5;49;De 40 a 49 anos;Nível Superior;;;Nível Superior;;Representante de Entidades de Assistência Social;;;;;;1,00;;;;;6,00;7,00;6,00;18,00;4,00;2,00;3,00;4,00;3,00;3,00;11,00;7,00;37
33;RJ;Sudeste;15989929;92;28/06/1964;F;Superior Completo;Governamental  Outras áreas;Conselheiro Suplente;Servidor Estatutário;07/10/2015;30/10/2017;4;52;50 anos ou mais;Nível Superior;;;Nível Superior;;;;Representante do Governo;;;;;;;;1,00;8,00;8,00;4,00;20,00;4,00;4,00;4,00;4,00;2,00;2,00;10,00;10,00;40
33;RJ;Sudeste;15989929;92;29/07/1938;M;Superior Completo;Sociedade Civil  das entidade e Organizações de Ass Social;Conselheiro Titular;Trabalhador de empresa Cooperativa Entidade Prestadora de Serviço;30/10/2014;30/10/2017;5;78;50 anos ou mais;Nível Superior;;;Nível Superior;;Representante de Entidades de Assistência Social;;;;;1,00;;;;;;8,00;8,00;4,00;20,00;4,00;4,00;4,00;4,00;2,00;2,00;10,00;10,00;40
33;RJ;Sudeste;15989929;92;03/06/1972;M;Médio Completo;Governamental  Outras áreas;Conselheiro Titular;Comissionado;21/09/2015;30/10/2017;4;44;De 40 a 49 anos;Nível Médio;;Nível Médio;;;;;Representante do Governo;;;;;;;1,00;;8,00;8,00;4,00;20,00;4,00;4,00;4,00;4,00;2,00;2,00;10,00;10,00;40
33;RJ;Sudeste;15989929;92;01/08/1972;M;Superior Completo;Governamental  Outras áreas;Conselheiro Suplente;Servidor Estatutário;22/09/2015;30/10/2017;4;44;De 40 a 49 anos;Nível Superior;;;Nível Superior;;;;Representante do Governo;;;;;;;;1,00;8,00;8,00;4,00;20,00;4,00;4,00;4,00;4,00;2,00;2,00;10,00;10,00;40
33;RJ;Sudeste;15989929;92;11/01/1965;F;Superior Completo;Sociedade Civil  organizações dos trabalhadores;Conselheiro Titular;Empregado Público Celetista  CLT;30/10/2014;30/10/2017;7;51;50 anos ou mais;Nível Superior;;;Nível Superior;;;Representante de organização dos trabalhadores;;;;;;1,00;;;;8,00;8,00;4,00;20,00;4,00;4,00;4,00;4,00;2,00;2,00;10,00;10,00;40
33;RJ;Sudeste;15989929;92;27/10/1970;F;Superior Completo;Governamental  Outras áreas;Conselheiro Suplente;Servidor Estatutário;06/07/2016;30/10/2017;4;46;De 40 a 49 anos;Nível Superior;;;Nível Superior;;;;Representante do Governo;;;;;;;;1,00;8,00;8,00;4,00;20,00;4,00;4,00;4,00;4,00;2,00;2,00;10,00;10,00;40
33;RJ;Sudeste;15989929;92;24/08/1968;M;Superior Incompleto;Sociedade Civil  organizações dos usuários;Conselheiro Suplente;Trabalhador de empresa Cooperativa Entidade Prestadora de Serviço;07/10/2015;30/10/2017;8;48;De 40 a 49 anos;Nível Médio;;Nível Médio;;Representante de usuários e organização de usuários;;;;;1,00;;;;;;;8,00;8,00;4,00;20,00;4,00;4,00;4,00;4,00;2,00;2,00;10,00;10,00;40
33;RJ;Sudeste;15989929;92;07/03/1971;F;Superior Completo;Sociedade Civil  das entidade e Organizações de Ass Social;Conselheiro Suplente;Trabalhador de empresa Cooperativa Entidade Prestadora de Serviço;30/10/2014;30/10/2017;5;45;De 40 a 49 anos;Nível Superior;;;Nível Superior;;Representante de Entidades de Assistência Social;;;;;;1,00;;;;;8,00;8,00;4,00;20,00;4,00;4,00;4,00;4,00;2,00;2,00;10,00;10,00;40
33;RJ;Sudeste;15989929;92;19/01/1972;F;Superior Incompleto;Sociedade Civil  organizações dos usuários;Conselheiro Titular;Trabalhador de empresa Cooperativa Entidade Prestadora de Serviço;30/10/2014;30/10/2017;8;44;De 40 a 49 anos;Nível Médio;;Nível Médio;;Representante de usuários e organização de usuários;;;;1,00;;;;;;;;8,00;8,00;4,00;20,00;4,00;4,00;4,00;4,00;2,00;2,00;10,00;10,00;40
33;RJ;Sudeste;15989929;92;23/06/1940;F;Superior Completo;Sociedade Civil  das entidade e Organizações de Ass Social;Conselheiro Suplente;Trabalhador de empresa Cooperativa Entidade Prestadora de Serviço;30/10/2014;30/10/2017;5;76;50 anos ou mais;Nível Superior;;;Nível Superior;;Representante de Entidades de Assistência Social;;;;;;1,00;;;;;8,00;8,00;4,00;20,00;4,00;4,00;4,00;4,00;2,00;2,00;10,00;10,00;40
33;RJ;Sudeste;15989929;92;24/06/1973;M;Superior Completo;Sociedade Civil  organizações dos usuários;Conselheiro Titular;Empregado Público Celetista  CLT;30/10/2014;30/10/2017;8;43;De 40 a 49 anos;Nível Superior;;;Nível Superior;Representante de usuários e organização de usuários;;;;1,00;;;;;;;;8,00;8,00;4,00;20,00;4,00;4,00;4,00;4,00;2,00;2,00;10,00;10,00;40
33;RJ;Sudeste;15989929;92;08/09/1974;F;Superior Completo;Sociedade Civil  organizações dos trabalhadores;Conselheiro Suplente;Trabalhador de empresa Cooperativa Entidade Prestadora de Serviço;30/10/2014;30/10/2017;7;42;De 40 a 49 anos;Nível Superior;;;Nível Superior;;;Representante de organização dos trabalhadores;;;;;;;1,00;;;8,00;8,00;4,00;20,00;4,00;4,00;4,00;4,00;2,00;2,00;10,00;10,00;40
33;RJ;Sudeste;15989929;92;16/08/1974;F;Superior Completo;Governamental  Saúde;Conselheiro Suplente;Servidor Estatutário;30/10/2015;30/10/2017;3;42;De 40 a 49 anos;Nível Superior;;;Nível Superior;;;;Representante do Governo;;;;;;;;1,00;8,00;8,00;4,00;20,00;4,00;4,00;4,00;4,00;2,00;2,00;10,00;10,00;40
33;RJ;Sudeste;15989929;92;24/03/1973;M;Especialização;Sociedade Civil  das entidade e Organizações de Ass Social;Conselheiro Suplente;Trabalhador de empresa Cooperativa Entidade Prestadora de Serviço;30/10/2014;30/10/2017;5;43;De 40 a 49 anos;Nível Superior;;;Nível Superior;;Representante de Entidades de Assistência Social;;;;;;1,00;;;;;8,00;8,00;4,00;20,00;4,00;4,00;4,00;4,00;2,00;2,00;10,00;10,00;40
33;RJ;Sudeste;15989929;92;25/10/1988;F;Superior Completo;Sociedade Civil  das entidade e Organizações de Ass Social;Conselheiro Suplente;Trabalhador de empresa Cooperativa Entidade Prestadora de Serviço;30/10/2014;30/10/2017;5;28;Até 29 anos;Nível Superior;;;Nível Superior;;Representante de Entidades de Assistência Social;;;;;;1,00;;;;;8,00;8,00;4,00;20,00;4,00;4,00;4,00;4,00;2,00;2,00;10,00;10,00;40
33;RJ;Sudeste;15989929;92;04/02/1967;F;Superior Completo;Sociedade Civil  organizações dos usuários;Conselheiro Suplente;Servidor Temporário;30/10/2014;30/10/2017;8;49;De 40 a 49 anos;Nível Superior;;;Nível Superior;Representante de usuários e organização de usuários;;;;;1,00;;;;;;;8,00;8,00;4,00;20,00;4,00;4,00;4,00;4,00;2,00;2,00;10,00;10,00;40
33;RJ;Sudeste;15989929;92;08/06/1978;F;Médio Completo;Governamental  Assistência Social;Conselheiro Suplente;Comissionado;30/10/2014;30/10/2017;1;38;De 30 a 39 anos;Nível Médio;;Nível Médio;;;;;Representante do Governo;;;;;;;;1,00;8,00;8,00;4,00;20,00;4,00;4,00;4,00;4,00;2,00;2,00;10,00;10,00;40
33;RJ;Sudeste;15989929;92;07/07/1978;M;Superior Completo;Governamental  Outras áreas;Conselheiro Titular;Servidor Estatutário;13/03/2015;30/10/2017;4;38;De 30 a 39 anos;Nível Superior;;;Nível Superior;;;;Representante do Governo;;;;;;;1,00;;8,00;8,00;4,00;20,00;4,00;4,00;4,00;4,00;2,00;2,00;10,00;10,00;40
33;RJ;Sudeste;15989929;92;13/05/1980;F;Superior Completo;Sociedade Civil  organizações dos trabalhadores;Conselheiro Suplente;Empregado Público Celetista  CLT;30/10/2014;30/10/2017;7;36;De 30 a 39 anos;Nível Superior;;;Nível Superior;;;Representante de organização dos trabalhadores;;;;;;;1,00;;;8,00;8,00;4,00;20,00;4,00;4,00;4,00;4,00;2,00;2,00;10,00;10,00;40
33;RJ;Sudeste;15989929;92;20/08/1983;M;Mestrado;Sociedade Civil  organizações dos usuários;Conselheiro Titular;Trabalhador de empresa Cooperativa Entidade Prestadora de Serviço;30/10/2014;30/10/2017;8;33;De 30 a 39 anos;Nível Superior;;;Nível Superior;Representante de usuários e organização de usuários;;;;1,00;;;;;;;;8,00;8,00;4,00;20,00;4,00;4,00;4,00;4,00;2,00;2,00;10,00;10,00;40
33;RJ;Sudeste;15989929;92;02/11/1981;F;Superior Completo;Governamental  Assistência Social;Conselheiro Suplente;Comissionado;30/10/2014;30/10/2017;1;35;De 30 a 39 anos;Nível Superior;;;Nível Superior;;;;Representante do Governo;;;;;;;;1,00;8,00;8,00;4,00;20,00;4,00;4,00;4,00;4,00;2,00;2,00;10,00;10,00;40
33;RJ;Sudeste;15989929;92;06/12/1985;M;Superior Completo;Governamental  Outras áreas;Conselheiro Suplente;Empregado Público Celetista  CLT;30/10/2014;30/10/2017;4;31;De 30 a 39 anos;Nível Superior;;;Nível Superior;;;;Representante do Governo;;;;;;;;1,00;8,00;8,00;4,00;20,00;4,00;4,00;4,00;4,00;2,00;2,00;10,00;10,00;40
33;RJ;Sudeste;15989929;92;21/06/1983;M;Médio Completo;Sociedade Civil  organizações dos usuários;Conselheiro Suplente;Empregado Público Celetista  CLT;30/10/2014;30/10/2017;8;33;De 30 a 39 anos;Nível Médio;;Nível Médio;;Representante de usuários e organização de usuários;;;;;1,00;;;;;;;8,00;8,00;4,00;20,00;4,00;4,00;4,00;4,00;2,00;2,00;10,00;10,00;40
33;RJ;Sudeste;15989929;92;28/10/1985;F;Superior Incompleto;Governamental  Saúde;Conselheiro Titular;Empregado Público Celetista  CLT;30/10/2014;30/10/2017;3;31;De 30 a 39 anos;Nível Médio;;Nível Médio;;;;;Representante do Governo;;;;;;;1,00;;8,00;8,00;4,00;20,00;4,00;4,00;4,00;4,00;2,00;2,00;10,00;10,00;40
33;RJ;Sudeste;15989929;92;15/04/1986;F;Superior Completo;Governamental  Educação;Conselheiro Suplente;Servidor Estatutário;13/03/2015;30/10/2017;2;30;De 30 a 39 anos;Nível Superior;;;Nível Superior;;;;Representante do Governo;;;;;;;;1,00;8,00;8,00;4,00;20,00;4,00;4,00;4,00;4,00;2,00;2,00;10,00;10,00;40
33;RJ;Sudeste;15989929;92;21/07/1985;F;Superior Completo;Sociedade Civil  organizações dos usuários;Conselheiro Suplente;Trabalhador de empresa Cooperativa Entidade Prestadora de Serviço;30/10/2014;30/10/2017;8;31;De 30 a 39 anos;Nível Superior;;;Nível Superior;Representante de usuários e organização de usuários;;;;;1,00;;;;;;;8,00;8,00;4,00;20,00;4,00;4,00;4,00;4,00;2,00;2,00;10,00;10,00;40
33;RJ;Sudeste;15989929;92;27/06/1950;F;Superior Completo;Sociedade Civil  organizações dos trabalhadores;Conselheiro Titular;Trabalhador de empresa Cooperativa Entidade Prestadora de Serviço;22/09/2015;30/10/2017;7;66;50 anos ou mais;Nível Superior;;;Nível Superior;;;Representante de organização dos trabalhadores;;;;;;1,00;;;;8,00;8,00;4,00;20,00;4,00;4,00;4,00;4,00;2,00;2,00;10,00;10,00;40
33;RJ;Sudeste;15989929;92;17/02/1948;F;Superior Completo;Governamental  Assistência Social;Conselheiro Presidente;Comissionado;13/03/2015;30/10/2017;1;68;50 anos ou mais;Nível Superior;;;Nível Superior;;;;Representante do Governo;;;;;;;1,00;;8,00;8,00;4,00;20,00;4,00;4,00;4,00;4,00;2,00;2,00;10,00;10,00;40
33;RJ;Sudeste;15989929;92;18/09/1953;F;Superior Completo;Governamental  Outras áreas;Conselheiro Titular;Servidor Estatutário;30/10/2014;30/10/2017;4;63;50 anos ou mais;Nível Superior;;;Nível Superior;;;;Representante do Governo;;;;;;;1,00;;8,00;8,00;4,00;20,00;4,00;4,00;4,00;4,00;2,00;2,00;10,00;10,00;40
33;RJ;Sudeste;15989929;92;14/01/1947;F;Superior Completo;Sociedade Civil  dos usuários;Conselheiro Titular;Sem vínculo;30/10/2014;30/10/2017;6;69;50 anos ou mais;Nível Superior;;;Nível Superior;Representante de usuários e organização de usuários;;;;1,00;;;;;;;;8,00;8,00;4,00;20,00;4,00;4,00;4,00;4,00;2,00;2,00;10,00;10,00;40
33;RJ;Sudeste;15989929;92;05/05/1953;F;Superior Completo;Governamental  Educação;Conselheiro Titular;Servidor Estatutário;05/05/2015;30/10/2017;2;63;50 anos ou mais;Nível Superior;;;Nível Superior;;;;Representante do Governo;;;;;;;1,00;;8,00;8,00;4,00;20,00;4,00;4,00;4,00;4,00;2,00;2,00;10,00;10,00;40
33;RJ;Sudeste;15989929;92;01/01/1980;F;Superior Completo;Sociedade Civil  das entidade e Organizações de Ass Social;Conselheiro Titular;Sem vínculo;30/10/2014;30/10/2017;5;36;De 30 a 39 anos;Nível Superior;;;Nível Superior;;Representante de Entidades de Assistência Social;;;;;1,00;;;;;;8,00;8,00;4,00;20,00;4,00;4,00;4,00;4,00;2,00;2,00;10,00;10,00;40
33;RJ;Sudeste;15989929;92;02/06/1957;F;Superior Completo;Sociedade Civil  das entidade e Organizações de Ass Social;Conselheiro Titular;Sem vínculo;30/10/2014;30/10/2017;5;59;50 anos ou mais;Nível Superior;;;Nível Superior;;Representante de Entidades de Assistência Social;;;;;1,00;;;;;;8,00;8,00;4,00;20,00;4,00;4,00;4,00;4,00;2,00;2,00;10,00;10,00;40
33;RJ;Sudeste;15989929;92;27/04/1957;F;Superior Completo;Sociedade Civil  das entidade e Organizações de Ass Social;Conselheiro Titular;Trabalhador de empresa Cooperativa Entidade Prestadora de Serviço;30/10/2014;30/10/2017;5;59;50 anos ou mais;Nível Superior;;;Nível Superior;;Representante de Entidades de Assistência Social;;;;;1,00;;;;;;8,00;8,00;4,00;20,00;4,00;4,00;4,00;4,00;2,00;2,00;10,00;10,00;40
33;RJ;Sudeste;15989929;92;30/03/1959;F;Superior Completo;Governamental  Assistência Social;Conselheiro Titular;Comissionado;30/10/2014;30/10/2017;1;57;50 anos ou mais;Nível Superior;;;Nível Superior;;;;Representante do Governo;;;;;;;1,00;;8,00;8,00;4,00;20,00;4,00;4,00;4,00;4,00;2,00;2,00;10,00;10,00;40
