NU_IDENTIFICADOR;IBGE;IBGE7;Região;UF;Municipio;Pop_Total2010;Porte_pop2010;co_seq_dirigente;q39_2;q39_3;q39_6;q39_7;q39_8;q39_9;q39_10;q39_11;q39_12_1;q39_12_2;q39_12_3;D39_2;D39_2categoria;D39_6;D39_8;D39_6bin1;D39_6bin2;D39_6bin3;D39_8bin1;D39_8bin2;D39_8bin3;D39_8bin4;D39_7bin1;D39_7bin2;D39_7bin3;D39_7bin4;D39_7bin5
31518097852;315180;3151800;Região Sudeste;MG;Poços de Caldas;152435;Grande;1080997;11/21/1983;M;Superior Incompleto;Sem formação profissional;Outro vínculo não permanente;Estagiário(a);30 horas semanais;10/2/2015;Atividades de gestão (administrativo); ;Outros;32;De 30 a 39 anos;Nível Médio;Outros vínculos não permanentes; ;Nível Médio; ; ; ; ;Outros vínculos não permanentes; ; ; ; ; 
25108098088;251080;2510808;Região Nordeste;PB;Patos;100674;Grande;1023086;8/13/1983;F;Fundamental Completo;Sem formação profissional;Outro vínculo não permanente;Serviços Gerais (limpeza, conservação, motoristas, etc);40 horas semanais;3/3/2015; ; ; ;32;De 30 a 39 anos;Nível fundamental;Outros vínculos não permanentes;Nível fundamental; ; ; ; ; ;Outros vínculos não permanentes; ; ; ; ; 
33033096728;330330;3303302;Região Sudeste;RJ;Niterói;487562;Grande;649520;9/26/1983;M;Superior Incompleto;Sem formação profissional;Servidor Estatutário;Apoio administrativo;30 horas semanais;8/20/2009;Atividades de gestão (administrativo); ; ;32;De 30 a 39 anos;Nível Médio;Servidor Estatutário; ;Nível Médio; ;Servidor Estatutário; ; ; ; ; ; ; ; 
33033096728;330330;3303302;Região Sudeste;RJ;Niterói;487562;Grande;878013;10/5/1983;M;Médio Completo;Sem formação profissional;Servidor Temporário;Educador(a) Social;30 horas semanais;10/24/2013;Serviço de Abordagem Social; ; ;32;De 30 a 39 anos;Nível Médio;Outros vínculos não permanentes; ;Nível Médio; ; ; ; ;Outros vínculos não permanentes; ; ; ; ; 
35410097238;354100;3541000;Região Sudeste;SP;Praia Grande;262051;Grande;1094717;10/29/1983;M;Fundamental Incompleto;Sem formação profissional;Comissionado;Serviços Gerais (limpeza, conservação, motoristas, etc);40 horas semanais;8/11/2015; ; ; ;32;De 30 a 39 anos;Nível fundamental;Comissionado;Nível fundamental; ; ; ; ;Comissionado; ; ; ; ; ; 
13026095800;130260;1302603;Região Norte;AM;Manaus;1802014;Metrópole;978027;10/10/1983;F;Superior Incompleto;Sem formação profissional;Comissionado;Educador(a) Social;40 horas semanais;6/1/2013;Serviço de Abordagem Social;Outros; ;32;De 30 a 39 anos;Nível Médio;Comissionado; ;Nível Médio; ; ; ;Comissionado; ; ; ; ; ; 
53001097546;530010;5300108;Região Centro-Oeste;DF;Brasília;2570160;Metrópole;1061754;1/28/1983;M;Médio Completo;Sem formação profissional;Trabalhador de Empresa/Cooperativa/Entidade Prestadora de Serviços;Outros;Maior que 40 horas semanais;1/6/2014;Outros; ; ;32;De 30 a 39 anos;Nível Médio;Outros vínculos não permanentes; ;Nível Médio; ; ; ; ;Outros vínculos não permanentes; ; ; ; ; 
43149096290;431490;4314902;Região Sul;RS;Porto Alegre;1409351;Metrópole;852911;10/18/1982;M;Médio Completo;Sem formação profissional;Terceirizado;Outros;Maior que 40 horas semanais;2/8/2012;Serviço Especializado para Pessoas em Situação de Rua;Outros; ;33;De 30 a 39 anos;Nível Médio;Outros vínculos não permanentes; ;Nível Médio; ; ; ; ;Outros vínculos não permanentes; ; ; ; ; 
23044095900;230440;2304400;Região Nordeste;CE;Fortaleza;2452185;Metrópole;1076881;2/12/1982;M;Fundamental Incompleto;Sem formação profissional;Terceirizado;Serviços Gerais (limpeza, conservação, motoristas, etc);40 horas semanais;3/1/2015; ; ; ;33;De 30 a 39 anos;Nível fundamental;Outros vínculos não permanentes;Nível fundamental; ; ; ; ; ;Outros vínculos não permanentes; ; ; ; ; 
25075096968;250750;2507507;Região Nordeste;PB;João Pessoa;723515;Grande;1080470;8/6/1982;F;Fundamental Completo;Sem formação profissional;Outro vínculo não permanente;Outros;40 horas semanais;3/1/2015; ; ; ;33;De 30 a 39 anos;Nível fundamental;Outros vínculos não permanentes;Nível fundamental; ; ; ; ; ;Outros vínculos não permanentes; ; ; ; ; 
14113700129;411370;4113700;Região Sul;PR;Londrina;506701;Grande;735341;11/20/1982;F;Médio Completo;Sem formação profissional;Servidor Estatutário;Técnico(a) de nível médio;30 horas semanais;8/29/2011;Cadastramento e/ou Revisão/Atualização Cadastral (CadÚnico); ; ;33;De 30 a 39 anos;Nível Médio;Servidor Estatutário; ;Nível Médio; ;Servidor Estatutário; ; ; ; ; ; ; ; 
26000598114;260005;2600054;Região Nordeste;PE;Abreu e Lima;94429;Médio;1092348;1/21/1982;M;Médio Completo;Sem formação profissional;Servidor Temporário;Educador(a) Social;40 horas semanais;10/1/2014;Serviço Especializado para Pessoas em Situação de Rua;Outros; ;33;De 30 a 39 anos;Nível Médio;Outros vínculos não permanentes; ;Nível Médio; ; ; ; ;Outros vínculos não permanentes; ; ; ; ; 
41069096438;410690;4106902;Região Sul;PR;Curitiba;1751907;Metrópole;730614;1/18/1982;M;Médio Incompleto;Sem formação profissional;Trabalhador de Empresa/Cooperativa/Entidade Prestadora de Serviços;Serviços Gerais (limpeza, conservação, motoristas, etc);Maior que 40 horas semanais;8/7/2012; ; ; ;33;De 30 a 39 anos;Nível fundamental;Outros vínculos não permanentes;Nível fundamental; ; ; ; ; ;Outros vínculos não permanentes; ; ; ; ; 
25018097846;250180;2501807;Região Nordeste;PB;Bayeux;99716;Médio;919385;6/29/1982;F;Fundamental Completo;Sem formação profissional;Servidor Temporário;Serviços Gerais (limpeza, conservação, motoristas, etc);40 horas semanais;2/3/2014; ; ; ;33;De 30 a 39 anos;Nível fundamental;Outros vínculos não permanentes;Nível fundamental; ; ; ; ; ;Outros vínculos não permanentes; ; ; ; ; 
33033096728;330330;3303302;Região Sudeste;RJ;Niterói;487562;Grande;886424;8/16/1982;F;Médio Completo;Sem formação profissional;Servidor Temporário;Técnico de nível superior;30 horas semanais;5/15/2015;Serviço de Abordagem Social; ; ;33;De 30 a 39 anos;Nível Médio;Outros vínculos não permanentes; ;Nível Médio; ; ; ; ;Outros vínculos não permanentes; ; ; ; ; 
35499095674;354990;3549904;Região Sudeste;SP;São José dos Campos;629921;Grande;1095447;3/21/1982;M;Médio Completo;Sem formação profissional;Trabalhador de Empresa/Cooperativa/Entidade Prestadora de Serviços;Educador(a) Social;Maior que 40 horas semanais;1/1/2015;Serviço de Abordagem Social; ; ;33;De 30 a 39 anos;Nível Médio;Outros vínculos não permanentes; ;Nível Médio; ; ; ; ;Outros vínculos não permanentes; ; ; ; ; 
35499095674;354990;3549904;Região Sudeste;SP;São José dos Campos;629921;Grande;726182;11/1/1982;F;Superior Incompleto;Sem formação profissional;Servidor Estatutário;Educador(a) Social;40 horas semanais;6/20/2012;Outros; ; ;33;De 30 a 39 anos;Nível Médio;Servidor Estatutário; ;Nível Médio; ;Servidor Estatutário; ; ; ; ; ; ; ; 
13548903039;354890;3548906;Região Sudeste;SP;São Carlos;221950;Grande;1102521;4/2/1982;M;Médio Completo;Sem formação profissional;Empregado Público (CLT);Outros;40 horas semanais;1/2/2013;Serviço Especializado para Pessoas em Situação de Rua; ; ;33;De 30 a 39 anos;Nível Médio;Empregado Público (CLT); ;Nível Médio; ; ;Empregado Público (CLT); ; ; ; ; ; ; 
13547802262;354780;3547809;Região Sudeste;SP;Santo André;676407;Grande;1102042;9/6/1982;F;Fundamental Completo;Sem formação profissional;Outro vínculo não permanente;Serviços Gerais (limpeza, conservação, motoristas, etc);40 horas semanais;12/17/2014; ; ; ;33;De 30 a 39 anos;Nível fundamental;Outros vínculos não permanentes;Nível fundamental; ; ; ; ; ;Outros vínculos não permanentes; ; ; ; ; 
21012098032;210120;2101202;Região Nordeste;MA;Bacabal;100014;Grande;922563;5/30/1982;M;Fundamental Completo;Sem formação profissional;Outro vínculo não permanente;Educador(a) Social;40 horas semanais;2/18/2014; ; ; ;33;De 30 a 39 anos;Nível fundamental;Outros vínculos não permanentes;Nível fundamental; ; ; ; ; ;Outros vínculos não permanentes; ; ; ; ; 
43149097804;431490;4314902;Região Sul;RS;Porto Alegre;1409351;Metrópole;974770;8/2/1982;M;Superior Incompleto;Sem formação profissional;Terceirizado;Educador(a) Social;40 horas semanais;10/13/2014;Serviço Especializado para Pessoas em Situação de Rua;Outros; ;33;De 30 a 39 anos;Nível Médio;Outros vínculos não permanentes; ;Nível Médio; ; ; ; ;Outros vínculos não permanentes; ; ; ; ; 
15008097764;150080;1500800;Região Norte;PA;Ananindeua;471980;Grande;679767;1/19/1982;M;Fundamental Completo;Sem formação profissional;Comissionado;Serviços Gerais (limpeza, conservação, motoristas, etc);30 horas semanais;1/2/2015; ; ; ;33;De 30 a 39 anos;Nível fundamental;Comissionado;Nível fundamental; ; ; ; ;Comissionado; ; ; ; ; ; 
43031096754;430310;4303103;Região Sul;RS;Cachoeirinha;118278;Grande;670361;11/3/1981;F;Superior Completo;Sem formação profissional;Servidor Estatutário;Apoio administrativo;40 horas semanais;5/1/2010;Atividades de gestão (administrativo); ; ;34;De 30 a 39 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior;Servidor Estatutário; ; ; ; ; ; ; ; 
43187097556;431870;4318705;Região Sul;RS;São Leopoldo;214087;Grande;1001697;5/21/1981;M;Superior Completo;Sem formação profissional;Outro vínculo não permanente;Outros;40 horas semanais;9/23/2014;Serviço Especializado para Pessoas em Situação de Rua;Outros;Serviço de Abordagem Social;34;De 30 a 39 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ; ; ;Outros vínculos não permanentes; ; ; ; ; 
29057097982;290570;2905701;Região Nordeste;BA;Camaçari;242970;Grande;995881;5/12/1981;F;Médio Incompleto;Sem formação profissional;Terceirizado;Serviços Gerais (limpeza, conservação, motoristas, etc);40 horas semanais;3/1/2013; ; ; ;34;De 30 a 39 anos;Nível fundamental;Outros vínculos não permanentes;Nível fundamental; ; ; ; ; ;Outros vínculos não permanentes; ; ; ; ; 
29253098093;292530;2925303;Região Nordeste;BA;Porto Seguro;126929;Grande;877714;10/11/1981;F;Fundamental Completo;Sem formação profissional;Outro vínculo não permanente;Serviços Gerais (limpeza, conservação, motoristas, etc);40 horas semanais;1/13/2014; ; ; ;34;De 30 a 39 anos;Nível fundamental;Outros vínculos não permanentes;Nível fundamental; ; ; ; ; ;Outros vínculos não permanentes; ; ; ; ; 
25075096968;250750;2507507;Região Nordeste;PB;João Pessoa;723515;Grande;734860;6/27/1981;M;Superior Incompleto;Sem formação profissional;Servidor Temporário;Coordenador(a);40 horas semanais;9/10/2012;Atividades de gestão (administrativo);Serviço Especializado para Pessoas em Situação de Rua;Outros;34;De 30 a 39 anos;Nível Médio;Outros vínculos não permanentes; ;Nível Médio; ; ; ; ;Outros vínculos não permanentes; ; ; ; ; 
21122097838;211220;2112209;Região Nordeste;MA;Timon;155460;Grande;994493;1/14/1981;F;Fundamental Incompleto;Sem formação profissional;Trabalhador de Empresa/Cooperativa/Entidade Prestadora de Serviços;Serviços Gerais (limpeza, conservação, motoristas, etc);40 horas semanais;9/1/2014; ; ; ;34;De 30 a 39 anos;Nível fundamental;Outros vínculos não permanentes;Nível fundamental; ; ; ; ; ;Outros vínculos não permanentes; ; ; ; ; 
31518097852;315180;3151800;Região Sudeste;MG;Poços de Caldas;152435;Grande;327260;6/20/1981;F;Superior Completo;Sem formação profissional;Empregado Público (CLT);Outros;30 horas semanais;5/15/2015;Serviço de Abordagem Social; ; ;34;De 30 a 39 anos;Nível Superior;Empregado Público (CLT); ; ;Nível Superior; ;Empregado Público (CLT); ; ; ; ; ; ; 
29253098093;292530;2925303;Região Nordeste;BA;Porto Seguro;126929;Grande;1102747;6/10/1981;M;Fundamental Completo;Sem formação profissional;Servidor Estatutário;Serviços Gerais (limpeza, conservação, motoristas, etc);Maior que 40 horas semanais;6/1/2015; ; ; ;34;De 30 a 39 anos;Nível fundamental;Servidor Estatutário;Nível fundamental; ; ;Servidor Estatutário; ; ; ; ; ; ; ; 
41069096438;410690;4106902;Região Sul;PR;Curitiba;1751907;Metrópole;730598;10/6/1981;F;Fundamental Completo;Sem formação profissional;Trabalhador de Empresa/Cooperativa/Entidade Prestadora de Serviços;Outros;Maior que 40 horas semanais;4/2/2012; ; ; ;34;De 30 a 39 anos;Nível fundamental;Outros vínculos não permanentes;Nível fundamental; ; ; ; ; ;Outros vínculos não permanentes; ; ; ; ; 
31699097870;316990;3169901;Região Sudeste;MG;Ubá;101519;Grande;948576;1/29/1981;F;Fundamental Completo;Sem formação profissional;Terceirizado;Serviços Gerais (limpeza, conservação, motoristas, etc);Maior que 40 horas semanais;5/7/2015; ; ; ;34;De 30 a 39 anos;Nível fundamental;Outros vínculos não permanentes;Nível fundamental; ; ; ; ; ;Outros vínculos não permanentes; ; ; ; ; 
32050097330;320500;3205002;Região Sudeste;ES;Serra;409267;Grande;1091943;5/18/1981;F;Fundamental Completo;Sem formação profissional;Trabalhador de Empresa/Cooperativa/Entidade Prestadora de Serviços;Serviços Gerais (limpeza, conservação, motoristas, etc);Maior que 40 horas semanais;6/1/2015; ; ; ;34;De 30 a 39 anos;Nível fundamental;Outros vínculos não permanentes;Nível fundamental; ; ; ; ; ;Outros vínculos não permanentes; ; ; ; ; 
33002098082;330020;3300209;Região Sudeste;RJ;Araruama;112008;Grande;955454;11/7/1981;F;Médio Completo;Sem formação profissional;Servidor Temporário;Técnico(a) de nível médio;20 horas semanais;1/1/2014; ; ;Serviço de Abordagem Social;34;De 30 a 39 anos;Nível Médio;Outros vínculos não permanentes; ;Nível Médio; ; ; ; ;Outros vínculos não permanentes; ; ; ; ; 
35344095172;353440;3534401;Região Sudeste;SP;Osasco;666740;Grande;754726;4/23/1981;F;Médio Incompleto;Sem formação profissional;Servidor Estatutário;Serviços Gerais (limpeza, conservação, motoristas, etc);40 horas semanais;9/14/2012; ; ; ;34;De 30 a 39 anos;Nível fundamental;Servidor Estatutário;Nível fundamental; ; ;Servidor Estatutário; ; ; ; ; ; ; ; 
35162097647;351620;3516200;Região Sudeste;SP;Franca;318640;Grande;836900;10/27/1981;M;Superior Incompleto;Sem formação profissional;Outro vínculo não permanente;Estagiário(a);20 horas semanais;9/11/2013;Serviço de Abordagem Social; ; ;34;De 30 a 39 anos;Nível Médio;Outros vínculos não permanentes; ;Nível Médio; ; ; ; ;Outros vínculos não permanentes; ; ; ; ; 
35244096816;352440;3524402;Região Sudeste;SP;Jacareí;211214;Grande;717782;9/5/1981;F;Fundamental Incompleto;Sem formação profissional;Terceirizado;Serviços Gerais (limpeza, conservação, motoristas, etc);40 horas semanais;6/20/2011; ; ; ;34;De 30 a 39 anos;Nível fundamental;Outros vínculos não permanentes;Nível fundamental; ; ; ; ; ;Outros vínculos não permanentes; ; ; ; ; 
43187097556;431870;4318705;Região Sul;RS;São Leopoldo;214087;Grande;1001659;5/21/1981;F;Médio Completo;Sem formação profissional;Comissionado;Outros;40 horas semanais;9/12/2014;Serviço Especializado para Pessoas em Situação de Rua;Outros;Serviço de Abordagem Social;34;De 30 a 39 anos;Nível Médio;Comissionado; ;Nível Médio; ; ; ;Comissionado; ; ; ; ; ; 
13025098092;130250;1302504;Região Norte;AM;Manacapuru;85141;Médio;916535;5/25/1981;F;Médio Completo;Sem formação profissional;Servidor Temporário;Educador(a) Social;40 horas semanais;11/1/2013;Serviço de Abordagem Social;Serviço Especializado para Pessoas em Situação de Rua;Atividades de gestão (administrativo);34;De 30 a 39 anos;Nível Médio;Outros vínculos não permanentes; ;Nível Médio; ; ; ; ;Outros vínculos não permanentes; ; ; ; ; 
50083098024;500830;5008305;Região Centro-Oeste;MS;Três Lagoas;101791;Grande;511268;6/20/1981;F;Médio Completo;Sem formação profissional;Comissionado;Técnico(a) de nível médio;40 horas semanais;5/1/2014;Cadastramento e/ou Revisão/Atualização Cadastral (CadÚnico); ;Outros;34;De 30 a 39 anos;Nível Médio;Comissionado; ;Nível Médio; ; ; ;Comissionado; ; ; ; ; ; 
43149097804;431490;4314902;Região Sul;RS;Porto Alegre;1409351;Metrópole;974679;5/19/1980;F;Médio Completo;Sem formação profissional;Terceirizado;Educador(a) Social;40 horas semanais;8/7/2014;Serviço Especializado para Pessoas em Situação de Rua;Outros; ;35;De 30 a 39 anos;Nível Médio;Outros vínculos não permanentes; ;Nível Médio; ; ; ; ;Outros vínculos não permanentes; ; ; ; ; 
22077098060;220770;2207702;Região Nordeste;PI;Parnaíba;145705;Grande;950806;11/28/1980;F;Médio Completo;Sem formação profissional;Servidor Estatutário;Educador(a) Social;40 horas semanais;7/4/2014;Serviço Especializado para Pessoas em Situação de Rua; ;Atividades de gestão (administrativo);35;De 30 a 39 anos;Nível Médio;Servidor Estatutário; ;Nível Médio; ;Servidor Estatutário; ; ; ; ; ; ; ; 
31062094300;310620;3106200;Região Sudeste;MG;Belo Horizonte;2375151;Metrópole;839240;11/7/1980;F;Fundamental Completo;Sem formação profissional;Trabalhador de Empresa/Cooperativa/Entidade Prestadora de Serviços;Serviços Gerais (limpeza, conservação, motoristas, etc);40 horas semanais;10/15/2013; ; ; ;35;De 30 a 39 anos;Nível fundamental;Outros vínculos não permanentes;Nível fundamental; ; ; ; ; ;Outros vínculos não permanentes; ; ; ; ; 
41152096128;411520;4115200;Região Sul;PR;Maringá;357077;Grande;727324;1/29/1980;M;Médio Completo;Sem formação profissional;Servidor Estatutário;Técnico(a) de nível médio;40 horas semanais;4/24/2013;Serviço Especializado para Pessoas em Situação de Rua; ; ;35;De 30 a 39 anos;Nível Médio;Servidor Estatutário; ;Nível Médio; ;Servidor Estatutário; ; ; ; ; ; ; ; 
25032098120;250320;2503209;Região Nordeste;PB;Cabedelo;57944;Médio;1080110;11/4/1980;F;Médio Incompleto;Sem formação profissional;Servidor Temporário;Serviços Gerais (limpeza, conservação, motoristas, etc);40 horas semanais;10/2/2015; ; ; ;35;De 30 a 39 anos;Nível fundamental;Outros vínculos não permanentes;Nível fundamental; ; ; ; ; ;Outros vínculos não permanentes; ; ; ; ; 
31518097852;315180;3151800;Região Sudeste;MG;Poços de Caldas;152435;Grande;1043975;12/20/1980;F;Médio Completo;Sem formação profissional;Empregado Público (CLT);Outros;40 horas semanais;5/15/2015;Serviço de Abordagem Social; ; ;35;De 30 a 39 anos;Nível Médio;Empregado Público (CLT); ;Nível Médio; ; ;Empregado Público (CLT); ; ; ; ; ; ; 
33045595880;330455;3304557;Região Sudeste;RJ;Rio de Janeiro;6320446;Metrópole;725071;8/25/1980;F;Superior Incompleto;Sem formação profissional;Terceirizado;Apoio administrativo;40 horas semanais;7/1/2014;Atividades de gestão (administrativo); ; ;35;De 30 a 39 anos;Nível Médio;Outros vínculos não permanentes; ;Nível Médio; ; ; ; ;Outros vínculos não permanentes; ; ; ; ; 
33020097762;330200;3302007;Região Sudeste;RJ;Itaguaí;109091;Grande;483220;7/20/1980;F;Médio Completo;Sem formação profissional;Servidor Temporário;Educador(a) Social;30 horas semanais;7/1/2009;Serviço Especializado para Pessoas em Situação de Rua; ;Serviço de Abordagem Social;35;De 30 a 39 anos;Nível Médio;Outros vínculos não permanentes; ;Nível Médio; ; ; ; ;Outros vínculos não permanentes; ; ; ; ; 
35162097647;351620;3516200;Região Sudeste;SP;Franca;318640;Grande;837561;1/23/1980;F;Fundamental Completo;Sem formação profissional;Empregado Público (CLT);Serviços Gerais (limpeza, conservação, motoristas, etc);40 horas semanais;9/11/2013; ; ; ;35;De 30 a 39 anos;Nível fundamental;Empregado Público (CLT);Nível fundamental; ; ; ;Empregado Público (CLT); ; ; ; ; ; ; 
35269094904;352690;3526902;Região Sudeste;SP;Limeira;276022;Grande;1055507;4/3/1980;F;Médio Completo;Sem formação profissional;Servidor Estatutário;Serviços Gerais (limpeza, conservação, motoristas, etc);40 horas semanais;11/13/2001;Outros; ; ;35;De 30 a 39 anos;Nível Médio;Servidor Estatutário; ;Nível Médio; ;Servidor Estatutário; ; ; ; ; ; ; ; 
35294097936;352940;3529401;Região Sudeste;SP;Mauá;417064;Grande;1006757;2/29/1980;M;Superior Incompleto;Sem formação profissional;Servidor Estatutário;Apoio administrativo;40 horas semanais;6/23/2014;Serviço Especializado para Pessoas em Situação de Rua; ; ;35;De 30 a 39 anos;Nível Médio;Servidor Estatutário; ;Nível Médio; ;Servidor Estatutário; ; ; ; ; ; ; ; 
23044097740;230440;2304400;Região Nordeste;CE;Fortaleza;2452185;Metrópole;1093918;4/16/1980;M;Médio Completo;Sem formação profissional;Terceirizado;Outros;40 horas semanais;10/1/2015;Outros; ; ;35;De 30 a 39 anos;Nível Médio;Outros vínculos não permanentes; ;Nível Médio; ; ; ; ;Outros vínculos não permanentes; ; ; ; ; 
26041095844;260410;2604106;Região Nordeste;PE;Caruaru;314912;Grande;975359;3/19/1979;M;Fundamental Incompleto;Sem formação profissional;Outro vínculo não permanente;Outros;30 horas semanais;9/2/2015; ; ; ;36;De 30 a 39 anos;Nível fundamental;Outros vínculos não permanentes;Nível fundamental; ; ; ; ; ;Outros vínculos não permanentes; ; ; ; ; 
31062097926;310620;3106200;Região Sudeste;MG;Belo Horizonte;2375151;Metrópole;859514;5/22/1979;F;Fundamental Completo;Sem formação profissional;Trabalhador de Empresa/Cooperativa/Entidade Prestadora de Serviços;Serviços Gerais (limpeza, conservação, motoristas, etc);30 horas semanais;5/5/2014; ; ; ;36;De 30 a 39 anos;Nível fundamental;Outros vínculos não permanentes;Nível fundamental; ; ; ; ; ;Outros vínculos não permanentes; ; ; ; ; 
41152096128;411520;4115200;Região Sul;PR;Maringá;357077;Grande;725362;11/9/1979;F;Médio Completo;Sem formação profissional;Servidor Estatutário;Educador(a) Social;40 horas semanais;1/17/2011;Serviço Especializado para Pessoas em Situação de Rua; ; ;36;De 30 a 39 anos;Nível Médio;Servidor Estatutário; ;Nível Médio; ;Servidor Estatutário; ; ; ; ; ; ; ; 
26000598114;260005;2600054;Região Nordeste;PE;Abreu e Lima;94429;Médio;1092143;9/13/1979;F;Médio Completo;Sem formação profissional;Servidor Temporário;Educador(a) Social;40 horas semanais;10/1/2014;Serviço Especializado para Pessoas em Situação de Rua;Atividades de gestão (administrativo); ;36;De 30 a 39 anos;Nível Médio;Outros vínculos não permanentes; ;Nível Médio; ; ; ; ;Outros vínculos não permanentes; ; ; ; ; 
31186095970;311860;3118601;Região Sudeste;MG;Contagem;603442;Grande;676837;11/9/1979;F;Fundamental Incompleto;Sem formação profissional;Trabalhador de Empresa/Cooperativa/Entidade Prestadora de Serviços;Serviços Gerais (limpeza, conservação, motoristas, etc);Maior que 40 horas semanais;1/3/2011; ; ; ;36;De 30 a 39 anos;Nível fundamental;Outros vínculos não permanentes;Nível fundamental; ; ; ; ; ;Outros vínculos não permanentes; ; ; ; ; 
33019097970;330190;3301900;Região Sudeste;RJ;Itaboraí;218008;Grande;947070;4/21/1979;F;Médio Completo;Sem formação profissional;Servidor Temporário;Educador(a) Social;40 horas semanais;6/25/2014;Serviço Especializado para Pessoas em Situação de Rua; ;Outros;36;De 30 a 39 anos;Nível Médio;Outros vínculos não permanentes; ;Nível Médio; ; ; ; ;Outros vínculos não permanentes; ; ; ; ; 
33017093794;330170;3301702;Região Sudeste;RJ;Duque de Caxias;855048;Grande;516416;3/2/1979;F;Fundamental Incompleto;Sem formação profissional;Trabalhador de Empresa/Cooperativa/Entidade Prestadora de Serviços;Serviços Gerais (limpeza, conservação, motoristas, etc);40 horas semanais;10/18/2010; ; ; ;36;De 30 a 39 anos;Nível fundamental;Outros vínculos não permanentes;Nível fundamental; ; ; ; ; ;Outros vínculos não permanentes; ; ; ; ; 
35290097674;352900;3529005;Região Sudeste;SP;Marília;216745;Grande;239031;11/15/1979;F;Médio Completo;Sem formação profissional;Servidor Estatutário;Serviços Gerais (limpeza, conservação, motoristas, etc);40 horas semanais;2/24/2014;Serviço Especializado para Pessoas em Situação de Rua;Outros; ;36;De 30 a 39 anos;Nível Médio;Servidor Estatutário; ;Nível Médio; ;Servidor Estatutário; ; ; ; ; ; ; ; 
13548503089;354850;3548500;Região Sudeste;SP;Santos;419400;Grande;1057557;12/2/1979;M;Médio Completo;Sem formação profissional;Servidor Estatutário;Serviços Gerais (limpeza, conservação, motoristas, etc);40 horas semanais;1/1/2015;Outros; ; ;36;De 30 a 39 anos;Nível Médio;Servidor Estatutário; ;Nível Médio; ;Servidor Estatutário; ; ; ; ; ; ; ; 
35225097904;352250;3522505;Região Sudeste;SP;Itapevi;200769;Grande;1073556;6/18/1979;F;Fundamental Incompleto;Sem formação profissional;Outro vínculo não permanente;Serviços Gerais (limpeza, conservação, motoristas, etc);40 horas semanais;11/3/2015; ; ; ;36;De 30 a 39 anos;Nível fundamental;Outros vínculos não permanentes;Nível fundamental; ; ; ; ; ;Outros vínculos não permanentes; ; ; ; ; 
13548503089;354850;3548500;Região Sudeste;SP;Santos;419400;Grande;834397;6/3/1979;F;Superior Incompleto;Sem formação profissional;Servidor Estatutário;Técnico(a) de nível médio;40 horas semanais;10/5/2012;Serviço de Abordagem Social;Cadastramento e/ou Revisão/Atualização Cadastral (CadÚnico); ;36;De 30 a 39 anos;Nível Médio;Servidor Estatutário; ;Nível Médio; ;Servidor Estatutário; ; ; ; ; ; ; ; 
23129097932;231290;2312908;Região Nordeste;CE;Sobral;188233;Grande;496385;12/16/1979;M;Médio Completo;Sem formação profissional;Sem Vínculo;Educador(a) Social;40 horas semanais;3/2/2015;Serviço de Abordagem Social; ; ;36;De 30 a 39 anos;Nível Médio;Outros vínculos não permanentes; ;Nível Médio; ; ; ; ;Outros vínculos não permanentes; ; ; ; ; 
23096098104;230960;2309607;Região Nordeste;CE;Pacajus;61838;Médio;820798;9/27/1979;F;Médio Completo;Sem formação profissional;Servidor Temporário;Educador(a) Social;40 horas semanais;5/2/2015;Serviço de Abordagem Social; ; ;36;De 30 a 39 anos;Nível Médio;Outros vínculos não permanentes; ;Nível Médio; ; ; ; ;Outros vínculos não permanentes; ; ; ; ; 
23097098081;230970;2309706;Região Nordeste;CE;Pacatuba;72299;Médio;1008086;8/23/1979;F;Superior Incompleto;Sem formação profissional;Terceirizado;Educador(a) Social;40 horas semanais;3/1/2013;Serviço de Abordagem Social; ; ;36;De 30 a 39 anos;Nível Médio;Outros vínculos não permanentes; ;Nível Médio; ; ; ; ;Outros vínculos não permanentes; ; ; ; ; 
53001097546;530010;5300108;Região Centro-Oeste;DF;Brasília;2570160;Metrópole;1061871;7/28/1979;M;Superior Completo;Sem formação profissional;Trabalhador de Empresa/Cooperativa/Entidade Prestadora de Serviços;Outros;Maior que 40 horas semanais;1/6/2014;Outros; ; ;36;De 30 a 39 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ; ; ;Outros vínculos não permanentes; ; ; ; ; 
43156098076;431560;4315602;Região Sul;RS;Rio Grande;197228;Grande;1064091;3/28/1978;F;Fundamental Completo;Sem formação profissional;Terceirizado;Serviços Gerais (limpeza, conservação, motoristas, etc);30 horas semanais;5/10/2015; ; ; ;37;De 30 a 39 anos;Nível fundamental;Outros vínculos não permanentes;Nível fundamental; ; ; ; ; ;Outros vínculos não permanentes; ; ; ; ; 
41255095964;412550;4125506;Região Sul;PR;São José dos Pinhais;264210;Grande;241301;10/27/1978;F;Superior Incompleto;Sem formação profissional;Servidor Estatutário;Educador(a) Social;40 horas semanais;1/7/2013;Serviço de Abordagem Social; ; ;37;De 30 a 39 anos;Nível Médio;Servidor Estatutário; ;Nível Médio; ;Servidor Estatutário; ; ; ; ; ; ; ; 
